,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,discount_logk,auc,std_wtw,auc_delta,alpha,alphaU,tau,gamma,eta
30,28.0,38.0,26.0,23.0,31.0,20.0,30.0,27.0,-5.537566200726799,3.6672460687070325,1.1029960019483611,0.4430980456408429,0.00914991437980825,0.00094989773494345,5.944171665997275,0.9057928047829691,0.4981067636732005
31,25.0,19.0,20.0,10.0,28.0,13.0,18.0,17.0,-6.156361365224172,5.585477633220613,1.4936095087493828,1.3917636334231411,0.01409626178573695,0.0010786925436537002,5.99881136364202,0.8634492955891035,0.775287675168831
32,15.0,16.0,15.0,14.0,17.0,8.0,19.0,17.0,-6.758359806259969,6.763972170491538,2.9682700441063665,1.4868299784238654,0.0054564765555343,0.00482397911761895,4.154393740924405,0.830545783852225,3.153805545937272
33,15.0,14.0,11.0,15.0,18.0,10.0,14.0,19.0,-6.44376970469036,7.064240574217452,2.8045136539257793,2.693167268733523,0.0221822288372691,0.00044199836855715,5.002383399404275,0.847315879331872,1.407339653451795
34,22.0,15.0,12.0,15.0,12.0,16.0,17.0,18.0,-6.146750686596859,5.418717973645126,2.193960664896731,-0.6218050931064165,0.0013256155176634,0.00149684864507045,4.3758022184129395,0.9098730558393235,1.0219429950237826
35,31.0,20.0,20.0,18.0,22.0,13.0,16.0,24.0,-3.667986407800441,6.194341027418389,2.7887310023784924,3.0974456987068337,0.02975491419950625,0.00147955766812145,4.94107887853772,0.8476682519323095,2.1991029263929263
36,35.0,36.0,27.0,26.0,45.0,21.0,22.0,25.0,-2.1389790475323194,7.88907378985377,2.295810113163113,2.399350120002735,0.012698165225289201,0.00123385102571225,5.4121683953786555,0.9049015635432145,2.162088595597255
37,37.0,30.0,23.0,22.0,22.0,18.0,23.0,35.0,-1.3921913702857978,9.891750107583508,1.9633158085592883,0.918818267332453,0.0105798082239855,0.00149599988172495,7.051799590718,0.9209453708050306,2.12238274578499
38,16.0,16.0,17.0,10.0,25.0,10.0,16.0,23.0,-6.456159866318824,5.51696545137278,2.4783148053791764,0.49539418152953907,0.0055995497565714,0.0011619956674383,3.8408759712013403,0.7906593414711935,1.0828845521454216
39,16.0,14.0,20.0,21.0,14.0,13.0,15.0,27.0,-3.0731072552926797,9.385283428724403,2.097915214991032,0.8831432346200243,0.0052995127780989,0.00333702715467725,6.132512318357721,0.8497931419733925,1.9110191677292199
40,12.0,14.0,15.0,11.0,35.0,12.0,17.0,22.0,-3.679543701801917,11.058197278539138,1.5692013171117813,0.31818210958839277,0.0077929141416602,0.0126728747451493,8.838532734477921,0.8767793119156295,1.49381706176299
41,13.0,15.0,11.0,13.0,19.0,8.0,13.0,19.0,-1.840307295827524,4.754540609179502,0.9182768622558293,0.47371106143259745,0.0038809931044683998,0.0007183624207442001,7.06808926665294,0.8591280387776206,0.54560960957142
42,14.0,14.0,13.0,11.0,24.0,12.0,14.0,19.0,-5.839415681800902,8.898656649092612,3.217073300638181,2.177618283254171,0.00681686737157295,0.05468891319993685,5.169383390857956,0.9403128525661459,6.572761028818349
43,30.0,15.0,18.0,23.0,16.0,19.0,25.0,23.0,-5.839415681800902,6.5288530661323225,2.542418549744192,-0.9963443662988078,0.0027220053821649997,0.0036997750883841,4.2859044410698,0.906258042576917,2.0239078714063394
44,15.0,14.0,13.0,11.0,23.0,11.0,16.0,16.0,-3.679543701801917,6.5932423342321265,2.54209240061907,0.7232165131319075,0.0045721146316552,0.00261466337319325,4.919637090604885,0.92704758958341,1.2591115552421952
45,16.0,16.0,21.0,11.0,22.0,12.0,18.0,22.0,-4.297150038549828,6.366641774324193,2.3757845222531477,2.082541374346733,0.0101250357791384,0.00164930431780515,4.956637257932055,0.8870559352627885,1.1988800563492599
46,15.0,17.0,15.0,12.0,31.0,9.0,21.0,17.0,-3.9912415579653286,4.977066140125175,2.466732073773308,-0.21840306732270998,0.01879577083831605,0.0138334516346331,5.05561586005365,0.9038642522694675,0.9589884281394
47,27.0,28.0,20.0,18.0,26.0,12.0,20.0,22.0,-5.539617180706257,5.427320961230226,2.3082042890137213,2.760805214573699,0.013424972746940999,0.0008199274882116999,4.55951912346994,0.8864062322874805,1.13973360243084
48,23.0,20.0,21.0,20.0,25.0,12.0,21.0,24.0,-4.30842465305103,7.0826058751191265,0.9882860733473218,2.8101382276823785,0.011232969026322301,0.000745650621612,7.90371028657729,0.852543217086016,0.8118453454142175
49,26.0,27.0,17.0,12.0,36.0,16.0,21.0,21.0,-3.9912415579653286,7.280137188334237,1.6874038394816835,0.8750135834223385,0.0092100358172716,0.0021373783775556,6.55747223945263,0.8634913269197495,0.8974302237264186
50,14.0,16.0,20.0,13.0,36.0,8.0,21.0,21.0,-3.9912415579653286,9.264483168015879,2.537311313460664,-0.8684170024021443,0.0039866855537389,0.00347437717868785,5.4625340757386045,0.7780801457101925,1.960379330728215
51,17.0,31.0,13.0,12.0,33.0,11.0,21.0,27.0,-3.679543701801917,8.968517593542995,1.9281544641485617,-0.9050239380762832,0.00411905876392995,0.0044930201059633496,6.95545523722347,0.8867782645703205,2.4237128285626586
52,32.0,29.0,22.0,20.0,30.0,18.0,24.0,26.0,-2.1434024176329927,6.265220122451488,1.729414312572095,-0.33584075348671805,0.0056625093782357,0.0011845040329740001,6.100972473834255,0.9453233480723645,1.0598033261033084
53,13.0,14.0,18.0,11.0,26.0,13.0,20.0,19.0,-5.839415681800902,5.288432797257772,1.595616918356527,1.2003439729007113,0.0098704777492778,0.0009504573608207999,5.68081887701161,0.897112387518323,0.7659223101233019
54,26.0,28.0,18.0,12.0,41.0,15.0,20.0,26.0,-8.751473627018223,8.089712521184959,2.2942973424555135,2.3250744363297473,0.0138448881570409,0.00250502667431205,5.891972867093084,0.8558146074572586,1.17183204993791
55,14.0,16.0,15.0,13.0,19.0,11.0,16.0,26.0,-4.615140087212151,3.313924604713306,1.5016690046614507,-0.3947539218658276,0.0104161916863197,0.00112916878036995,4.14710201424243,0.9206589265877996,0.5915507781885925
56,21.0,14.0,13.0,20.0,28.0,15.0,17.0,20.0,-6.44376970469036,4.614019682665317,2.016796053888588,1.7118832124997978,0.02178298743822345,0.0005419984034135,4.321374074446865,0.8996068382984634,0.8357210549456959
57,20.0,16.0,19.0,10.0,35.0,11.0,18.0,20.0,-7.3683349133543485,4.581253912662769,1.0256213102028746,0.7807277534153885,0.0245316348304453,0.00098163329192905,6.42572352559653,0.781643815360517,0.4648978985565315
58,21.0,26.0,17.0,13.0,31.0,10.0,13.0,21.0,-3.671273842394984,5.287813506925515,1.9201148134364534,0.19053077125394235,0.00162402818557135,0.00135080994467555,4.20979957583897,0.791549120645627,1.4432680659632187
59,19.0,25.0,14.0,15.0,17.0,10.0,18.0,23.0,-4.615140087212151,7.147316182346902,2.126307280219417,4.531004335705735,0.022559287109680498,0.00146009677611855,6.245739601216205,0.8594908540885845,1.04680211045409
60,30.0,25.0,21.0,12.0,37.0,13.0,21.0,22.0,-2.7498521051277915,4.461113389515682,1.4763453744389647,0.0478096407066837,0.00305541671199045,0.00126801510330825,5.176856876710315,0.974867285807635,0.67570339318735
61,28.0,20.0,25.0,18.0,39.0,12.0,27.0,23.0,-3.995066246381335,5.404725682629776,2.4315763833107074,0.5444237385615815,0.01474781437344565,0.00086321723392365,4.030188505622835,0.839658490275961,1.22425995345644
62,26.0,28.0,17.0,15.0,23.0,16.0,22.0,26.0,-6.456159866318824,9.038648996777289,2.017018843887067,1.9880851600523792,0.012018954796018399,0.00450811517855025,7.773535733069631,0.8567731566079055,1.049200925403913
63,23.0,15.0,14.0,11.0,16.0,13.0,18.0,19.0,-6.753178884412317,5.981387364453151,1.2861896753761193,1.0996218464229308,0.0327725303390373,0.0037159880226645,7.4682183774080855,0.7648052008594259,0.49781503246409753
64,39.0,30.0,30.0,32.0,27.0,20.0,23.0,30.0,-7.366366541585366,6.609917626288876,1.7943394103010861,1.8897904727639196,0.0096926877005045,0.00196021061551435,6.4517336975774295,0.9045892847348395,0.8687734492181369
65,15.0,14.0,11.0,12.0,37.0,19.0,13.0,21.0,-2.1389790475323194,6.9284989370279115,1.6343751051259328,0.07596014548638808,0.001291925792463,0.00141664167695825,6.57436956288032,0.8464186791449511,0.8639082981426209
66,16.0,16.0,13.0,11.0,24.0,10.0,17.0,22.0,-4.30842465305103,7.724747412413436,1.9132068834553444,1.4141259862774929,0.0060647837365477505,0.0031795793134723003,6.1512423876268905,0.8947951778476805,1.15901081860337
67,23.0,21.0,16.0,11.0,25.0,12.0,18.0,26.0,-3.3592557266636263,8.797703602140794,2.1622861220431537,-0.2706250310125293,0.0028182286867958,0.00327940697943705,6.89446314206867,0.9637987661487615,1.436533807079285
68,36.0,42.0,24.0,23.0,32.0,17.0,25.0,26.0,-6.146750686596859,8.462308826666494,2.1473398724710013,3.3574015880944446,0.03952781224151505,0.0046806151058304,7.00728241844897,0.852712286398606,1.3446125428633688
69,36.0,25.0,11.0,24.0,17.0,21.0,21.0,31.0,-7.675735851378194,5.256344363480508,1.0441155600133678,-0.0916422585730885,0.01025633814670095,0.0006130504652455501,6.11182551962406,0.7827100170671645,0.5947228398008859
70,36.0,17.0,20.0,15.0,22.0,17.0,26.0,25.0,-3.0475578705002144,4.323676740644336,1.5285500421092446,1.4076140173096792,0.02977380519916635,0.00071093168994465,4.895360842470235,0.837330492905455,0.5694106040128225
71,20.0,19.0,12.0,16.0,28.0,13.0,18.0,21.0,-3.0475578705002144,5.631400755046044,1.9773936599726527,-1.1399330661255123,0.0112503508312488,0.0005490011441952,4.29838782285962,0.9163880732822565,1.3714420663455176
72,23.0,15.0,18.0,15.0,20.0,13.0,17.0,23.0,-3.9912415579653286,6.127796185373672,2.3708516370311283,2.485200864769047,0.00910582743584955,0.00046733429946245,4.5368438026268,0.8873465231896935,2.642053094370646
73,13.0,14.0,18.0,11.0,44.0,8.0,19.0,22.0,-3.356288551637029,4.425656308826467,1.637287726730416,0.6193940586791533,0.01008910587858655,0.00069149689994275,4.19875765244965,0.896817744800749,0.8871210896639555
74,22.0,19.0,18.0,28.0,25.0,20.0,18.0,24.0,-3.9862591359630324,3.2321474218097856,0.8026862372242081,0.27489885224429145,0.00871295465687545,0.0008017700063367001,5.864501726105695,0.8968281440743175,0.37102330310317
75,27.0,20.0,16.0,15.0,40.0,11.0,19.0,22.0,-3.0475578705002144,5.5805117604724455,2.194498106549781,3.2185650293853723,0.0181057730192684,0.00091636983259485,4.5649719545628304,0.8621903495133825,4.095706066623219
76,20.0,14.0,22.0,19.0,22.0,13.0,18.0,20.0,-8.751473627018223,8.808201274341203,2.724042606721367,0.8794558746721046,0.0057261819588163496,0.00238428249891565,5.666932737288111,0.9405159920294195,2.663434837635285
77,27.0,33.0,18.0,22.0,29.0,14.0,21.0,22.0,-3.9912415579653286,8.821971964932791,2.460843511255498,2.1527422851993006,0.022946325475164852,0.00813479297301655,6.25292560797002,0.8440653198171799,1.409110666925296
78,13.0,14.0,13.0,10.0,30.0,10.0,15.0,23.0,-6.146750686596859,6.702379610611721,1.0165776549474954,-0.9872416689347192,0.0008112831100862,0.00050356057660765,10.0969105009554,0.807692639074392,0.764829147371339
79,22.0,17.0,19.0,14.0,31.0,14.0,20.0,20.0,-7.6741645751708125,10.648856137723094,1.2214342681576587,2.137637541403631,0.00914458316962165,0.023205397991843502,8.086293958586015,0.785529370027489,1.63144362679371
80,19.0,15.0,15.0,14.0,29.0,10.0,16.0,17.0,-4.938035139442151,3.721128596789847,0.9565640069438177,1.0403498475426873,0.017560880035168848,0.0008278189217392499,6.07533930635285,0.8371369812003815,0.45606275654355
81,24.0,17.0,22.0,15.0,29.0,12.0,23.0,24.0,-3.0475578705002144,7.4148080700035575,1.7569709307188976,1.3151665288226435,0.00523685801481655,0.0016792729480319501,6.235958503358026,0.8347776466364194,1.107880382312676
82,12.0,14.0,13.0,11.0,19.0,8.0,14.0,15.0,-7.3683349133543485,11.51422488480119,1.2547244918100886,0.0225986584912663,0.00157668711832375,0.0231571106294866,7.206241788478855,0.7707280411466806,2.7379933313372202
83,28.0,23.0,12.0,13.0,37.0,12.0,18.0,23.0,-4.615140087212151,6.425247535945413,2.075465316353636,0.5418975288310501,0.019445319825112148,0.00050995754678715,5.00340727777602,0.85876759749473,1.0527332537799305
84,34.0,27.0,19.0,24.0,17.0,20.0,17.0,29.0,-7.45575271159966,7.452325520277659,2.9612732015137175,2.9472903101919172,0.002067078424726,0.024359921613043598,4.03593788263614,0.8351127394079925,7.892399368799099
85,20.0,18.0,22.0,20.0,20.0,13.0,15.0,28.0,-3.3602084720104366,5.614121860979392,1.2032902222031163,1.1204492322134816,0.0088934700150581,0.0007846538776603501,5.746622410536805,0.8013714666597684,0.646607527013874
86,36.0,22.0,13.0,13.0,18.0,10.0,19.0,24.0,-3.667986407800441,6.70864929936226,2.656231943970764,5.995354714297298,0.042580557467639654,0.00158455826221125,4.876029220131921,0.8318266837333286,1.266225354146165
87,24.0,28.0,25.0,22.0,25.0,8.0,14.0,17.0,-8.751473627018223,4.395649472740724,2.216899741913402,1.291079812004051,0.0090947216646602,0.01344444795202705,4.446910189797425,0.927234285133458,0.8211925050217366
88,23.0,16.0,22.0,11.0,22.0,10.0,24.0,28.0,-3.0475578705002144,10.138169618297356,2.2066735734477647,2.4958237210791947,0.0306287978142737,0.15211089101445874,7.443121928877245,0.810037643215362,5.7078539716688
89,26.0,18.0,17.0,17.0,23.0,12.0,22.0,23.0,-6.456159866318824,7.508925131270047,2.571942569045455,3.9904540120449754,0.0199607337722568,0.0028868108502917997,5.6143507633168195,0.8406162725469375,1.045317009171365
