id,worker_id,consent_date,age,gender,education,handness,language,race,batch
s1037,A2CEGS0NVDBCPT,2/2/22 14:56,26.0,Female,14.0,Right-handed,english,Black or African American,1.0
s1038,ABW8U1U74P8MI,2/2/22 20:44,28.0,Male,16.0,Right-handed,Amharic,Black or African American,1.0
s1039,A2RCYLKY072XXO,2/2/22 11:02,38.0,Male,16.0,Right-handed,English,Asian,1.0
s1040,A2PWUACCQI97J8,2/10/22 04:59,27.0,Female,16.0,Right-handed,english,White,1.0
s1041,A29AF16RLMI0ES,2/2/22 11:22,71.0,Male,16.0,Right-handed,English,White,1.0
s1042,A2YP60DM1HYTH8,2/9/22 12:11,33.0,Female,13.0,Right-handed,english,White,2.0
s1044,A1Y6HGDW6ZAYBY,2/9/22 12:26,25.0,Male,12.0,Right-handed,English,White,2.0
s1046,A3EUH97BRHRSI6,2/9/22 12:16,40.0,Male,14.0,Right-handed,English,White,2.0
s1047,AGWWUXDX6CI38,2/9/22 12:05,24.0,Female,16.0,Right-handed,english,White,2.0
s1048,A2CDM78GVCICO5,2/9/22 14:33,26.0,Male,12.0,Right-handed,english,White,2.0
s1049,A3CGQOJC28OVGN,2/9/22 13:27,31.0,Female,16.0,Right-handed,English,White,2.0
s1050,AD75IYA9OIIQF,2/9/22 13:54,50.0,Male,16.0,Right-handed,English,White,2.0
s1051,AX7WITN5DWW6U,2/9/22 14:23,47.0,Male,12.0,Right-handed,English,White,2.0
s1052,A1T4NOV07AHY60,2/9/22 13:12,33.0,Female,16.0,Right-handed,English,White,2.0
s1053,AKP66RIZ3LQVX,2/9/22 12:02,23.0,Male,13.0,Right-handed,English,White,2.0
s1054,A3UZVATYJ9BYCW,2/9/22 14:34,27.0,Male,16.0,Right-handed,English,White,2.0
s1055,APVJEN2541WFB,2/9/22 12:30,31.0,Female,12.0,Right-handed,English,White,2.0
s1057,ALCPF5NANBDSZ,2/9/22 15:56,35.0,Male,15.0,Right-handed,English,White,2.0
s1058,A2R6UQCQ8T3RZE,2/9/22 12:09,31.0,Male,16.0,Right-handed,English,White,2.0
s1059,A3N66DKF3VNB9X,2/10/22 10:51,32.0,Male,13.0,Left-handed,English,White,2.0
s1060,AQUCKTV7SVOK1,2/9/22 14:17,29.0,Female,18.0,Right-handed,English,White,2.0
s1061,A1LRJ4U04532TM,2/9/22 14:12,47.0,Female,14.0,Left-handed,English,White,2.0
s1062,A24GX1OZE6AY04,2/14/22 07:20,43.0,Male,12.0,Right-handed,English,White,2.0
s1063,A3EC3OP6U52JYC,2/9/22 12:02,34.0,Male,16.0,Right-handed,English,"American Indian or Alaska Native,White",2.0
s1064,A3RHJEMZ4EGY2U,2/9/22 12:27,27.0,Female,16.0,Right-handed,English,White,2.0
s1065,A2KW87ZD2ELYNG,2/9/22 12:08,42.0,Male,12.0,Right-handed,English,White,2.0
s1066,A30RAYNDOWQ61S,2/9/22 14:43,59.0,Male,13.0,Right-handed,English,White,2.0
s1067,AI6U09NVOZ62B,2/9/22 12:03,25.0,Female,12.0,Right-handed,English,White,2.0
s1068,A2C84POENS2UNY,2/9/22 14:22,41.0,Female,20.0,Right-handed,english,White,2.0
s1069,ANBWJZYU2A68T,2/9/22 12:48,48.0,Neither/Do not wish to disclose,18.0,Right-handed,Nepalese,Asian,2.0
s1072,AIIOT9A7ARQZW,2/9/22 18:53,45.0,Female,16.0,Right-handed,English,White,2.0
s1073,A12ZO39VZ879ZS,2/9/22 16:17,23.0,Male,12.0,Right-handed,English,White,2.0
s1074,ADP4KXZZ72DP,2/9/22 13:19,51.0,Male,12.0,Right-handed,English,White,2.0
s1075,A2CY1TSQ3KKP5Q,2/9/22 12:22,57.0,Female,18.0,Right-handed,English,White,2.0
s1076,A3CTXWISODY7D8,2/9/22 13:58,43.0,Male,14.0,Right-handed,English,White,2.0
s1077,A11YS0T8MV3Q7C,2/9/22 12:11,31.0,Male,12.0,Right-handed,English,White,2.0
s1078,AXG2QCW21F3S7,2/9/22 12:04,27.0,Female,16.0,Left-handed,English,White,2.0
s1079,A2TXC8Q2IFGRXH,2/9/22 12:24,70.0,Male,14.0,Right-handed,English,White,2.0
s1080,A2BK9RMC0NOIH8,2/9/22 13:38,40.0,Male,12.0,Right-handed,English,Black or African American,2.0
s1081,A1FHKK0RU69RU,2/9/22 12:27,60.0,Female,12.0,Right-handed,English,White,2.0
s1082,A2VA0NCPWJ8XZG,2/9/22 14:35,37.0,Male,16.0,Right-handed,English,White,2.0
s1087,A2DLYBXZNSSJ4S,2/9/22 14:26,27.0,Male,18.0,Right-handed,English,White,2.0
s1088,A1UXVLMCA3PBIL,2/9/22 17:16,53.0,Male,12.0,Right-handed,English,White,2.0
s1089,ARQR5NIFA1AJ,2/9/22 13:24,36.0,Male,18.0,Right-handed,English,White,2.0
s1090,A3QKNQ07F2451W,2/9/22 14:03,43.0,Male,16.0,Right-handed,English,White,2.0
s1091,A2TXZVXQU5FQZ9,2/9/22 14:24,36.0,Male,16.0,Right-handed,English,White,2.0
s1092,AQJWO4YPR3LUQ,2/10/22 12:10,41.0,Female,14.0,Right-handed,English,White,2.0
s1094,A2MCG5W6LHSRG9,2/9/22 14:05,37.0,Male,13.0,Right-handed,English,White,2.0
s1095,A3785TR8D5I81Q,2/9/22 15:06,29.0,Female,16.0,Right-handed,English,Black or African American,2.0
s1097,A3OZ8KF0HWSVWK,2/9/22 14:47,56.0,Male,14.0,Right-handed,English,White,2.0
s1099,A1969Q0R4Y0E3J,2/9/22 14:08,25.0,Female,12.0,Right-handed,English,White,2.0
s1101,A1FHC4Z6QXDQSS,2/9/22 12:54,39.0,Male,13.0,Right-handed,English,White,2.0
s1102,A1A0F0BAX3CDTF,2/9/22 13:59,29.0,Female,16.0,Right-handed,English,White,2.0
s1103,A1WEN4S934ZZ1U,2/9/22 12:41,24.0,Female,16.0,Right-handed,English,Asian,2.0
s1105,A16335MOISDG1F,2/9/22 14:03,38.0,Male,13.0,Right-handed,English,Black or African American,2.0
s1106,ANKDLLQHHM2OH,2/9/22 12:25,37.0,Female,16.0,Right-handed,English,Black or African American,2.0
s1107,ADFJOOSM3Q18G,2/9/22 13:30,35.0,Male,19.0,Right-handed,English,White,2.0
s1108,A1NQOR4RQJJDMW,2/9/22 12:39,27.0,Female,13.0,Right-handed,english,White,2.0
s1109,A2V6E7SGEU0EFD,2/9/22 13:43,33.0,Male,18.0,Right-handed,English,White,2.0
s1110,A1I7H6RDJS4EKN,2/9/22 12:08,66.0,Male,15.0,Right-handed,English,Asian,2.0
s1111,A2Z6NL0CTXY0ZB,2/9/22 12:03,42.0,Female,12.0,Right-handed,english,Black or African American,2.0
s1112,A19H6QRCGKBOUH,2/9/22 20:03,52.0,Male,14.0,Right-handed,English,White,2.0
s1114,AONSG5WOC3OX0,2/9/22 16:08,39.0,Male,16.0,Right-handed,English,Asian,2.0
s1115,A2QX3YJXAAHHVV,2/9/22 12:02,31.0,Male,18.0,Right-handed,English,White,2.0
s1116,A2B153AHPWHLH1,2/9/22 13:08,55.0,Male,14.0,Right-handed,English,White,2.0
s1117,A2MWAXV1YRK5GH,2/9/22 12:04,71.0,Female,19.0,Left-handed,English,White,2.0
s1118,A3FNC8ELMK8YJA,2/9/22 15:36,60.0,Female,19.0,Right-handed,English,White,2.0
s1119,A3P7AXWF57BHNX,2/9/22 13:38,31.0,Female,16.0,Right-handed,English,White,2.0
s1120,A3CH1Z6J9R38G9,2/9/22 12:00,32.0,Male,18.0,Right-handed,English,"Black or African American,White",2.0
s1121,A20C38AB8D6Z2L,2/9/22 14:12,34.0,Male,16.0,Right-handed,English,White,2.0
s1122,A14LOABUGAITBM,2/9/22 12:04,35.0,Female,16.0,Right-handed,English,Black or African American,2.0
s1123,A3588JV6EB95AZ,2/9/22 14:19,30.0,Male,16.0,Right-handed,english,White,2.0
s1124,A2EK1HDV4I4GSK,2/9/22 12:33,51.0,Male,14.0,Right-handed,english,White,2.0
s1125,A1NVJB5O4H7ZCJ,2/9/22 15:30,58.0,Female,16.0,Right-handed,english,White,2.0
s1127,A1WJIRT360P5VB,2/9/22 12:57,42.0,Male,15.0,Left-handed,English,White,2.0
s1128,A10HW8JXM17XLD,2/9/22 14:18,42.0,Female,16.0,Right-handed,English,White,2.0
s1129,A1FS8SBR4SDWYG,2/9/22 14:03,35.0,Female,22.0,Right-handed,English,White,2.0
s1130,A3E8SXH0BAYG85,2/9/22 14:05,44.0,Male,13.0,Right-handed,English,White,2.0
s1131,A2ONILC0LZKG6Y,2/9/22 14:39,45.0,Female,16.0,Right-handed,English,White,2.0
s1132,A1OYQLIDML0DPW,2/9/22 14:26,32.0,Male,17.0,Right-handed,English,Black or African American,2.0
s1133,A2CPI18KZN30KW,2/9/22 16:20,46.0,Male,18.0,Right-handed,English,White,2.0
s1134,A104HK5ONFNJJT,2/10/22 03:05,55.0,Female,12.0,Right-handed,english,White,2.0
s1135,A1F9KLZGHE9DTA,2/9/22 13:26,46.0,Male,13.0,Right-handed,English,White,2.0
s1136,A1M64R8HPYNNZA,2/10/22 18:39,44.0,Male,16.0,Left-handed,English,White,2.0
s1137,A2UOSEPGNUITM8,2/9/22 13:07,29.0,Male,14.0,Right-handed,English,Black or African American,2.0
s1138,A2CWA5VQZ6IWMQ,2/9/22 13:07,39.0,Male,16.0,Right-handed,English,White,2.0
s1139,ANUA9X7BFPTR8,2/9/22 12:29,31.0,Female,16.0,Right-handed,English,White,2.0
s1140,A6MWJK1YEY5L2,2/9/22 12:02,36.0,Male,14.0,Right-handed,English,Black or African American,2.0
s1141,A68J20100VW4W,2/9/22 12:04,64.0,Female,16.0,Right-handed,English,White,2.0
s1142,A2C9OFEV72G568,2/9/22 13:25,46.0,Male,16.0,Left-handed,English,White,2.0
s1143,A1U8RH67FLZW87,2/9/22 14:00,44.0,Male,16.0,Right-handed,English,White,2.0
s1146,AHZ7C7ETHYX3N,2/9/22 12:10,63.0,Male,14.0,Right-handed,English,White,2.0
s1147,A2L8BI5CRPR5WP,2/9/22 12:46,24.0,Male,16.0,Right-handed,English,White,2.0
s1148,AERUGBNS48Z4N,2/9/22 12:05,34.0,Male,16.0,Right-handed,English,White,2.0
s1149,A2Y4UMAUYJM9GK,2/9/22 12:17,51.0,Male,16.0,Right-handed,english,White,2.0
s1150,A3FPXYVABXB9IZ,2/9/22 12:01,28.0,Male,16.0,Right-handed,English,Asian,2.0
s1151,A2RRK8SV0VBLTJ,2/9/22 14:46,24.0,Male,12.0,Right-handed,english,White,2.0
s1152,A1QMJNJ5FGC09,2/9/22 20:26,23.0,Male,16.0,Right-handed,English,Black or African American,2.0
s1153,AEQAI1QN1YZG1,2/9/22 12:02,29.0,Female,16.0,Right-handed,English,White,2.0
s1154,A2G7N0X0PNX0EE,2/9/22 12:04,35.0,Male,16.0,Right-handed,English,Asian,2.0
s1155,A3L8LSM7V7KX3T,2/9/22 14:03,40.0,Male,12.0,Right-handed,English,White,2.0
s1156,A122LRCSBAD6DC,2/9/22 14:35,29.0,Male,16.0,Right-handed,English,White,2.0
s1157,ABX5OQLR6UNBC,2/9/22 12:00,48.0,Female,13.0,Right-handed,English,White,2.0
s1159,A3PRQ2GSU42718,2/9/22 12:39,69.0,Neither/Do not wish to disclose,14.0,Right-handed,English,Do not wish to answer,2.0
s1160,A3QEVFM3UD67BA,2/9/22 12:10,45.0,Female,14.0,Right-handed,English,Other,2.0
s1161,A21P1T8EW4NHOU,2/9/22 14:09,28.0,Male,13.0,Right-handed,English,White,2.0
s1162,A5NE8TWS8ZV7B,2/9/22 13:03,39.0,Female,14.0,Right-handed,english,Asian,2.0
s1163,A3QJJR5Y3XE92N,2/9/22 12:10,40.0,Male,20.0,Right-handed,English,White,2.0
s1164,A3LT7W355XOAKF,2/9/22 14:11,64.0,Male,18.0,Right-handed,English,White,2.0
s1167,A1GCTKOPKUTW3G,2/9/22 16:52,32.0,Male,16.0,Right-handed,English,Black or African American,2.0
s1168,A2FYFCD16Z3PCC,2/9/22 13:38,29.0,Male,16.0,Right-handed,English,White,2.0
s1169,A222GZB608T1B8,2/9/22 17:40,23.0,Female,15.0,Right-handed,Tamil,Asian,2.0
s1170,A1W7I6FN183I8F,2/9/22 12:37,32.0,Male,16.0,Right-handed,English,White,2.0
s1171,A28FDHF2PY98K1,2/9/22 14:08,33.0,Male,19.0,Right-handed,English,White,2.0
s1172,AAXX5LDVJ32F8,2/9/22 12:50,49.0,Male,12.0,Right-handed,English,White,2.0
s1173,AAASQIW3J32OL,2/9/22 12:42,60.0,Female,16.0,Right-handed,English,White,2.0
s1175,A2RBVMD2HTBCZ9,2/10/22 09:12,34.0,Female,18.0,Right-handed,English,White,2.0
s1176,A20N1NK5X5S88F,2/9/22 13:25,35.0,Male,12.0,Left-handed,English,Black or African American,2.0
s1178,AKNYT1NTK2UFK,2/9/22 16:23,37.0,Female,16.0,Right-handed,English,White,2.0
s1179,A27VFM67RPD2L5,2/9/22 16:24,50.0,Female,12.0,Right-handed,English,White,2.0
s1180,AY7WPVKHVNBLG,2/9/22 19:15,49.0,Female,16.0,Right-handed,English,White,2.0
s1181,ACI0C2WU1NABK,2/9/22 15:07,34.0,Female,14.0,Right-handed,english,Black or African American,2.0
s1182,A146MSML39KY98,2/9/22 14:16,63.0,Female,18.0,Left-handed,English,White,2.0
s1183,ABBP9JASL9AGK,2/9/22 13:06,31.0,Female,16.0,Right-handed,English,White,2.0
s1184,A163XFZG5BI0XU,2/9/22 13:31,39.0,Male,16.0,Right-handed,English,White,2.0
s1185,A209V2VHLLQ59W,2/9/22 12:05,33.0,Neither/Do not wish to disclose,15.0,Right-handed,American English,Other,2.0
s1187,A33LYSCQQU1YDJ,2/11/22 12:24,47.0,Female,16.0,Right-handed,English,White,2.0
s1188,A27W025UEXS1G0,2/9/22 12:14,35.0,Male,12.0,Right-handed,English,Black or African American,2.0
s1189,A2NA6X1SON3KFH,2/9/22 17:17,35.0,Male,12.0,Right-handed,english,White,2.0
s1191,AJQGWGESKQT4Y,2/9/22 15:17,45.0,Male,16.0,Right-handed,English,White,2.0
s1192,A2N4DD7IS7EI2D,2/9/22 13:01,31.0,Male,12.0,Left-handed,English,Asian,2.0
s1194,AURYD2FH3FUOQ,2/9/22 14:54,60.0,Female,16.0,Right-handed,English,White,2.0
s1195,A1F1TBDHPYAAXT,2/9/22 17:36,72.0,Male,16.0,Right-handed,English,White,2.0
s1196,A24HOBENULGZA2,2/9/22 12:30,29.0,Male,16.0,Right-handed,English,White,2.0
s1197,A2BRZKFG6WAVER,2/9/22 12:05,39.0,Female,14.0,Right-handed,English,White,2.0
s1198,AFM65NU0UXIGP,2/9/22 19:37,33.0,Male,15.0,Right-handed,English,White,2.0
s1199,A1ZVTAK0GLO959,2/9/22 16:11,35.0,Female,16.0,Right-handed,English,Black or African American,2.0
s1201,AUFUUD4WG9CVO,2/9/22 12:04,31.0,Male,16.0,Right-handed,English,White,2.0
s1203,A5TWD5QD99GZY,2/9/22 15:43,36.0,Male,12.0,Right-handed,English,White,2.0
s1204,A24M9OW53CLT94,2/9/22 14:01,30.0,Male,16.0,Right-handed,English,White,2.0
s1205,A32TGAK321JDFF,2/9/22 12:13,62.0,Male,14.0,Right-handed,American English,White,2.0
s1206,A1MKEILXWWLBW2,2/9/22 12:52,63.0,Male,16.0,Right-handed,English,White,2.0
s1207,A1DUPOUC9RNU4L,2/9/22 12:09,60.0,Female,14.0,Right-handed,English,White,2.0
s1208,ALYR5CI2SM2JC,2/9/22 16:27,32.0,Male,12.0,Right-handed,English,Asian,2.0
s1209,AMHUDJ44HF1ZH,2/9/22 12:18,67.0,Male,14.0,Right-handed,English,White,2.0
s1210,A2I43BDUPAM00C,2/10/22 08:49,43.0,Female,16.0,Right-handed,American English,White,2.0
s1211,A136K4YZY2OFTV,2/9/22 13:16,52.0,Male,16.0,Right-handed,English,White,2.0
s1212,A2Y0WNHMT4PZ4C,2/9/22 16:22,54.0,Male,14.0,Right-handed,English,White,2.0
s1213,A3HCGNV93TJO7R,2/9/22 15:25,34.0,Female,14.0,Right-handed,English,White,2.0
s1215,A25PFSORDO3SWQ,2/9/22 16:45,34.0,Male,16.0,Right-handed,English,White,2.0
s1216,AIA7RZSAONU5M,2/9/22 16:16,37.0,Female,16.0,Right-handed,English,White,2.0
s1217,AV5FCKI1TTSKR,2/9/22 15:36,47.0,Male,16.0,Left-handed,Englilsh,Black or African American,2.0
s1218,A3LVLZS8S41ZD7,2/9/22 17:32,49.0,Female,16.0,Right-handed,English,White,2.0
s1219,A2YTQDLACTLIBA,2/9/22 12:16,67.0,Female,21.0,Right-handed,English,White,2.0
s1220,A11S8IAAVDXCUS,2/10/22 03:51,31.0,Female,14.0,Right-handed,English,White,2.0
s1221,AOIR8V07FYMH5,2/10/22 14:54,35.0,Male,12.0,Right-handed,English,White,2.0
s1222,A12H9WVHOB0E0O,2/9/22 12:12,50.0,Female,13.0,Right-handed,English,White,2.0
s1223,A2OVOVZBJYUO,2/9/22 18:09,35.0,Female,16.0,Right-handed,english,White,2.0
s1224,A1DT7XOW0ISK0K,2/9/22 15:45,34.0,Male,13.0,Left-handed,english,White,2.0
s1225,A1B1DPJRVIAV3L,2/9/22 13:11,42.0,Female,16.0,Right-handed,English,White,2.0
s1227,A1UYU9PV266WTT,2/9/22 12:26,44.0,Female,13.0,Right-handed,English,"American Indian or Alaska Native,White",2.0
s1228,A3ITZNJQUTIZ4C,2/9/22 15:41,44.0,Female,14.0,Right-handed,English,White,2.0
s1229,A1Q6VY3C3CEOA0,2/9/22 19:14,48.0,Male,16.0,Right-handed,English,White,2.0
s1230,AVXEDARJC5HLU,2/9/22 16:28,47.0,Male,12.0,Right-handed,english,White,2.0
s1231,AIHHRINW9IN1I,2/9/22 17:19,38.0,Female,18.0,Right-handed,English,White,2.0
s1232,A1FMVUYV72MUO3,2/9/22 16:16,40.0,Male,14.0,Right-handed,English,White,2.0
s1233,A157L6Z8QU3SDE,2/9/22 13:39,33.0,Male,16.0,Right-handed,english,White,2.0
s1234,A1TPGXT718D68E,2/9/22 13:10,42.0,Female,17.0,Left-handed,English,White,2.0
s1235,A2AZYU1CT24O0K,2/9/22 17:55,42.0,Male,12.0,Right-handed,English,White,2.0
s1236,A2I4PRZ9IZMKON,2/11/22 06:41,31.0,Female,18.0,Left-handed,English,White,2.0
s1237,ATIVK9XUANIUE,2/9/22 12:06,36.0,Male,16.0,Right-handed,english,White,2.0
s1238,A1DNJ17PE2RYJZ,2/9/22 17:01,68.0,Male,17.0,Right-handed,English,White,2.0
s1241,A2T675UCHNTSSW,2/9/22 14:53,51.0,Female,16.0,Left-handed,English,White,2.0
s1242,A1KET5Z038NMWD,2/9/22 16:40,39.0,Female,14.0,Right-handed,English,White,2.0
s1243,A1UY2W2FL9CWN,2/9/22 19:09,37.0,Male,16.0,Right-handed,English,White,2.0
s1244,ANQ0RLFEZ17W0,2/9/22 16:02,30.0,Female,16.0,Right-handed,English,White,2.0
s1245,A1R8A8BK2VN7RH,2/9/22 21:15,36.0,Female,16.0,Right-handed,english,"Asian,White",2.0
s1246,A6JKKANO7F4KD,2/9/22 15:47,60.0,Male,16.0,Right-handed,English,White,2.0
s1247,AT0COJ1G23ZB0,2/9/22 12:39,32.0,Female,18.0,Right-handed,english,White,2.0
s1249,A107RJSS561Y7R,2/9/22 16:59,35.0,Male,12.0,Right-handed,English,White,2.0
s1251,ALF9AAZGQP4K5,2/9/22 17:48,34.0,Male,14.0,Right-handed,english,White,2.0
s1252,AOOLS8280CL0Z,2/9/22 16:21,70.0,Female,12.0,Right-handed,English,White,2.0
s1253,A2RWLFIP23FZA7,2/9/22 14:29,28.0,Male,16.0,Right-handed,Chinese,Asian,2.0
s1254,A3G5OWGKHW6OL5,2/10/22 04:27,34.0,Male,12.0,Right-handed,Spanish,White,2.0
s1255,A234UW0G9PMSCC,2/9/22 15:57,28.0,Male,13.0,Right-handed,english,White,2.0
s1256,A27TE0L5XP1H0U,2/9/22 12:18,44.0,Male,16.0,Right-handed,English,White,2.0
s1257,AQV468FB908WI,2/9/22 16:00,37.0,Female,16.0,Right-handed,English,White,2.0
s1258,A20VH0U95N7M0T,2/9/22 12:03,57.0,Female,20.0,Right-handed,English,White,2.0
s1259,AQMLJYUQCSG22,2/9/22 13:52,32.0,Male,16.0,Right-handed,English,White,2.0
s1260,A249EWKM1EOARK,2/9/22 12:54,59.0,Female,14.0,Right-handed,english,White,2.0
s1261,A1NGGAVIGC9O7V,2/9/22 12:06,36.0,Female,14.0,Right-handed,English,White,2.0
s1263,A1VWLIXBS4WDOD,2/9/22 14:49,38.0,Male,16.0,Right-handed,English,White,2.0
s1264,A3QLGMZOLGMBQ1,2/10/22 11:04,53.0,Male,18.0,Right-handed,English,White,2.0
s1265,A2T5CROJ0FWIJY,2/9/22 12:04,37.0,Female,16.0,Right-handed,English,White,2.0
s1266,A12HZGOZQD5YK7,2/9/22 12:59,41.0,Female,14.0,Right-handed,English,"Asian,White",2.0
s1268,A3FSDH6HUZPNQ8,2/9/22 12:21,25.0,Male,12.0,Left-handed,English,White,2.0
s1269,A28GXI90JIF3I7,2/9/22 12:17,33.0,Male,16.0,Right-handed,English,Other,2.0
s1270,A19AOG7JJBCDXZ,2/11/22 12:33,25.0,Female,16.0,Right-handed,English,White,2.0
s1271,A1BM57TUNAQIXM,2/10/22 14:31,37.0,Female,16.0,Right-handed,English,Asian,2.0
s1272,A3EU8ENRH654SB,2/9/22 13:09,43.0,Female,16.0,Right-handed,English,White,2.0
s1275,A3HQXCWOIQKT4F,2/9/22 14:37,33.0,Male,16.0,Right-handed,English,White,2.0
s1276,A25R2OI9L2Q1OW,2/9/22 19:18,45.0,Male,16.0,Right-handed,English,White,2.0
s1277,A2AAY4VT9L71SY,2/9/22 15:19,35.0,Male,12.0,Right-handed,English,White,2.0
s1278,A3QYA7EFCS7BA2,2/9/22 14:43,34.0,Female,14.0,Right-handed,English,White,2.0
s1280,A2TLN8489YGY81,2/9/22 12:13,34.0,Male,16.0,Right-handed,English,Asian,2.0
s1281,A2Y87M8V0N1M6P,2/9/22 19:04,30.0,Female,13.0,Left-handed,English,White,2.0
s1282,A2VR9O234UCT9T,2/9/22 15:03,51.0,Female,16.0,Right-handed,English,"Black or African American,White",2.0
s1283,A2866TYG0D96LM,2/9/22 18:04,32.0,Male,13.0,Right-handed,English,White,2.0
s1284,A2LMQ4497NMK3S,2/9/22 13:19,39.0,Male,16.0,Right-handed,English,White,2.0
s1285,A292TFDMNVS0TP,2/9/22 12:15,49.0,Female,13.0,Right-handed,English,Asian,2.0
s1286,A3TBG0S2IEBVHU,2/9/22 16:19,40.0,Male,14.0,Right-handed,english,White,2.0
s1287,AVBRJBJONL47I,2/9/22 18:19,47.0,Female,18.0,Right-handed,English,"Asian,White",2.0
s1288,AMLE1FC3SQVL8,2/9/22 16:49,26.0,Male,16.0,Right-handed,English,Native Hawaiian or Other Pacific Islander,2.0
s1290,A1M24593XO5Z3C,2/9/22 15:41,29.0,Male,12.0,Right-handed,English,White,2.0
s1291,A5TI9UQEPLNWI,2/9/22 15:43,47.0,Male,16.0,Right-handed,ENGLISH,White,2.0
s1293,A2O2Q0LVWOWJ1G,2/9/22 13:28,48.0,Female,15.0,Right-handed,English,White,2.0
s1295,A3P4XZJM2DEATZ,2/9/22 22:16,32.0,Female,14.0,Right-handed,English,Black or African American,2.0
s1296,AD3V6XGQWRD6E,2/9/22 14:28,52.0,Female,14.0,Right-handed,English,White,2.0
s1297,AVD6HMIO1HLFI,2/9/22 16:32,33.0,Male,12.0,Right-handed,English,White,2.0
s1298,A38IZLCH8VYVFK,2/9/22 12:03,47.0,Male,22.0,Left-handed,English,White,2.0
s1299,A1H5Q9HRH4RPZU,2/9/22 23:24,39.0,Male,13.0,Right-handed,English,White,2.0
s1300,A277V4SHQB8JRS,2/9/22 12:56,35.0,Male,16.0,Right-handed,English,White,2.0
