id,selfreport_date,selfreport_duration,selfreport_finished,DD-1,DD-2,DD-3,DD-4,DD-5,DD-6,DD-7,DD-check-1,DD-8,DD-9,DD-10,DD-11,DD-12,DD-13,DD-14,DD-15,DD-check-2,DD-16,DD-17,DD-18,DD-19,DD-20,DD-21,DD-check-3,DD-22,DD-23,DD-24,DD-25,DD-26,DD-27,BIS-1,BIS-2,BIS-3,BIS-4,BIS-5,BIS-6,BIS-7,BIS-8,BIS-9,BIS-10,BIS-11,BIS-12,BIS-13,BIS-14,BIS-15,BIS-16,BIS-17,BIS-18,BIS-19,BIS-20,BIS-21,BIS-22,BIS-23,BIS-24,BIS-25,BIS-26,BIS-27,BIS-28,BIS-29,BIS-30,UP-1,UP-2,UP-3,UP-4,UP-5,UP-6,UP-7,UP-8,UP-9,UP-10,UP-11,UP-12,UP-13,UP-14,UP-15,UP-16,UP-17,UP-18,UP-19,UP-20,UP-21,UP-22,UP-23,UP-24,UP-25,UP-26,UP-27,UP-28,UP-29,UP-30,UP-31,UP-32,UP-33,UP-34,UP-35,UP-36,UP-37,UP-38,UP-39,UP-40,UP-41,UP-42,UP-43,UP-44,UP-45,UP-46,UP-47,UP-48,UP-49,UP-50,UP-51,UP-52,UP-53,UP-54,UP-55,UP-56,UP-57,UP-58,UP-59,PA-1,PA-2,PA-3,PA-4,PA-5,PA-6,PA-7,PA-8,PA-9,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,PA-19,PA-20
s1014,2/2/22 12:11,382,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,4,1,1,4,1,1,4,4,4,4,1,4,4,1,4,2,2,2,3,4,1,2,2,2,2,1,3,1,3,3,1,4,1,1,4,1,4,2,4,4,4,4,2,3,2,3,4,2,4,4,4,4,2,1,4,2,1,4,4,3,1,1,2,3,3,2,2,3,3,2,3,4,2,4,4,4,4,2,3,3,1,3,2,3,2,2,2,3,3,4,1.0,4,1,5,1.0,1,1,3.0,4.0,1,4,1,4,1,4.0,4.0,3,5,1
s1015,2/2/22 11:38,430,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,4,4,3,3,1,4,4,2,4,1,2,1,2,3,1,1,2,1,1,2,1,1,3,4,2,4,3,1,4,1,3,2,4,4,2,4,2,1,4,1,4,3,1,4,1,4,3,2,4,3,2,2,4,4,2,1,1,4,4,2,1,2,3,4,3,2,1,3,4,3,3,1,4,2,3,4,2,4,1,4,4,4,4,4,1.0,2,2,2,1.0,1,2,3.0,1.0,2,4,1,1,2,2.0,3.0,1,1,1
s1016,2/2/22 21:36,715,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,4,2,2,4,1,1,4,3,3,1,1,4,4,1,2,1,2,2,2,4,1,2,2,2,4,2,2,2,4,4,2,2,2,1,4,1,2,2,3,4,1,3,2,1,4,1,4,3,3,4,1,4,4,2,2,4,2,1,4,4,2,1,1,4,4,4,1,1,3,4,3,1,1,4,4,4,4,1,4,4,4,4,1,4,1,4,2,3,4,5,1.0,5,1,5,1.0,1,1,4.0,4.0,1,5,1,2,1,5.0,5.0,2,5,1
s1017,2/2/22 11:44,346,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,3,3,3,3,2,3,3,1,3,1,1,1,1,3,1,1,1,1,1,1,2,2,3,3,1,4,4,1,4,1,4,4,4,4,1,4,3,2,4,1,4,2,2,4,2,4,4,1,4,4,2,1,4,4,4,1,1,4,4,3,2,1,4,4,4,2,2,4,4,2,4,1,4,4,2,4,1,4,1,3,4,4,4,3,1.0,1,1,2,1.0,1,1,3.0,2.0,1,4,1,2,2,4.0,4.0,1,2,1
s1018,2/2/22 11:41,395,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,3,2,3,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,2,3,3,2.0,3,2,1,1.0,1,1,2.0,2.0,2,3,1,2,3,2.0,3.0,3,3,1
s1019,2/2/22 14:14,1638,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,2,2,1,1,3,2,2,4,1,4,2,1,1,1,1,1,1,3,2,1,2,1,1,1,2,1,4,2,2,4,3,1,4,2,3,3,1,4,1,4,4,1,4,2,4,4,1,4,1,4,4,2,4,4,1,2,4,4,4,2,2,4,4,4,1,1,1,4,4,1,1,3,4,4,2,1,4,4,4,4,2,4,2,4,4,4,4,4,5.0,2,4,1,1.0,1,1,2.0,1.0,4,3,1,2,3,5.0,4.0,1,4,1
s1020,2/2/22 12:36,504,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,1,1,3,2,4,3,2,4,1,2,2,1,2,1,2,4,1,3,3,2,4,2,2,2,4,3,1,2,4,1,4,1,2,3,2,4,2,3,4,2,4,1,4,4,1,4,1,4,4,1,4,4,2,1,3,4,4,2,1,1,4,4,2,1,1,4,4,2,1,2,4,4,1,1,4,1,4,4,2,4,1,4,3,4,4,4,1.0,1,1,2,1.0,1,1,1.0,2.0,1,4,1,2,1,2.0,4.0,1,2,1
s1021,2/2/22 12:44,623,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,3,1,1,2,1,3,4,2,2,2,3,3,2,2,1,2,2,3,1,2,2,2,3,2,2,2,1,3,2,3,1,3,4,2,3,1,2,2,3,4,1,2,4,1,4,1,2,4,1,3,1,2,4,4,3,4,2,2,2,3,4,2,2,2,4,4,2,1,3,3,4,3,1,2,3,4,3,2,3,2,3,3,3,3,1,4,2,2,3,4,3.0,2,1,2,1.0,1,1,2.0,2.0,1,1,1,2,4,3.0,4.0,1,2,1
s1022,2/2/22 14:38,573,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,3,2,2,2,1,2,4,4,4,4,2,4,4,2,4,1,2,2,2,4,1,1,2,1,1,2,2,2,3,3,2,4,3,1,4,2,3,2,4,3,1,4,2,2,4,1,4,4,2,4,4,4,4,1,4,4,1,1,4,4,3,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,2,4,4,2,4,1,4,3,3,3,4,1.0,3,1,3,1.0,1,1,4.0,3.0,2,3,1,3,1,4.0,4.0,1,4,1
s1023,2/2/22 12:17,362,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,3,2,2,2,2,2,3,3,3,3,2,3,3,2,3,1,2,2,2,3,1,2,2,2,1,3,3,2,3,3,2,3,3,1,4,2,3,3,3,4,2,3,2,2,4,1,3,3,2,4,1,3,4,2,4,2,2,1,3,4,3,2,2,3,4,1,2,2,3,4,3,2,1,3,4,3,4,2,4,2,3,4,2,3,1,3,2,3,4,4,1.0,2,2,3,1.0,1,1,2.0,3.0,2,4,1,2,3,4.0,4.0,2,3,1
s1024,2/2/22 15:13,479,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,4,1,3,4,1,1,3,4,4,4,1,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,2,1,4,4,3,4,1,1,4,1,3,2,4,4,1,4,1,2,4,1,4,1,2,4,3,3,2,1,4,4,1,1,4,4,2,1,1,4,4,1,1,2,3,4,1,1,3,4,4,1,4,1,4,4,1,4,1,4,1,4,3,4,4,5,1.0,3,1,4,1.0,1,1,5.0,3.0,1,4,1,5,1,5.0,4.0,1,5,1
s1025,2/2/22 17:28,411,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,3,1,1,1,4,4,2,1,3,3,2,2,3,2,1,1,3,2,2,1,3,2,3,4,4,2,4,4,3,1,3,3,2,2,2,1,4,2,2,4,1,3,2,1,1,1,4,2,2,1,1,4,2,2,4,2,2,1,2,3,3,3,1,2,2,2,1,1,1,4,2,2,2,2,4,2,3,1,1,4,2,4,1,2,4,2,1,2,4,2.0,3,2,3,4.0,5,1,2.0,2.0,4,4,2,5,4,4.0,4.0,4,5,3
s1026,2/2/22 15:01,334,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,3,1,2,2,1,2,4,3,3,4,2,3,3,1,1,2,3,2,1,3,1,2,4,1,1,2,2,2,3,3,1,3,4,2,4,1,4,2,2,3,1,2,1,2,4,1,3,3,1,4,2,3,4,3,4,4,2,1,3,4,4,2,1,4,4,4,2,1,3,4,4,3,1,4,4,4,2,1,4,3,3,4,2,4,1,4,3,3,3,3,2.0,4,2,3,2.0,1,1,3.0,4.0,2,3,2,4,4,3.0,5.0,2,4,1
s1027,2/2/22 13:58,1028,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,4,1,3,4,1,1,4,4,4,3,2,4,4,1,2,1,1,1,3,1,1,1,2,1,1,1,1,3,2,2,3,4,1,1,4,1,2,3,4,4,3,3,1,1,4,2,4,4,1,4,2,4,4,1,4,4,1,1,4,4,3,1,1,4,4,4,1,2,2,3,4,1,1,4,2,4,4,1,3,4,4,1,1,4,1,3,2,1,1,4,1.0,3,1,3,1.0,1,1,2.0,4.0,1,5,1,3,1,4.0,5.0,1,3,1
s1028,2/2/22 18:11,504,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,3,2,1,2,2,3,3,2,1,2,2,4,3,2,2,1,2,2,2,3,1,1,3,3,2,3,2,2,3,3,2,3,2,2,2,1,1,1,3,3,1,3,3,2,3,2,2,2,2,3,1,2,2,4,3,4,3,2,2,3,2,3,1,2,3,4,3,2,3,3,2,3,1,3,3,2,1,2,2,2,1,3,3,3,1,2,2,2,3,2,3.0,2,2,2,3.0,2,1,2.0,1.0,2,3,2,2,2,3.0,3.0,2,2,1
s1029,2/2/22 14:41,173,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,2,4,2,3,1,3,2,1,1,3,1,3,1,2,3,3,4,2,3,3,2,3,3,3,1,3,1,3,4,4,3,3,1,3,4,3,4,3,4,4,2,1,2,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,4,4,3,3,4,3,4,3,4,3,4,3,3,3,3,1,1.0,1,1,1,1.0,1,1,1.0,1.0,1,3,1,1,1,1.0,3.0,1,3,1
s1030,2/2/22 19:37,694,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,3,1,2,1,1,1,3,2,2,2,1,3,3,1,2,1,1,2,2,3,2,2,2,1,1,2,2,1,3,2,1,3,3,1,4,2,1,4,3,4,1,4,3,1,4,1,4,2,2,4,2,3,4,2,4,4,1,1,4,4,3,2,1,3,4,3,1,1,3,4,4,1,1,4,4,4,4,1,4,3,2,4,2,4,1,2,4,3,4,2,3.0,2,3,2,2.0,2,3,2.0,2.0,3,2,2,1,4,2.0,3.0,1,1,3
s1031,2/2/22 11:27,438,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,3,3,1,1,3,3,2,4,1,2,1,2,3,1,2,2,1,2,2,2,1,3,3,1,2,3,1,2,1,1,3,2,2,3,2,3,2,2,2,2,3,2,2,1,2,4,2,3,4,1,1,2,4,3,1,1,2,3,4,2,2,2,3,4,2,1,2,3,4,4,1,2,2,4,3,2,4,2,4,1,2,2,3,2.0,3,2,4,2.0,1,1,4.0,4.0,1,1,2,4,2,4.0,5.0,1,4,1
s1032,2/4/22 23:02,2145,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,1,3,1,1,1,4,4,4,4,2,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,2,2,3,3,2,4,3,1,4,1,4,3,4,4,1,4,3,1,4,1,4,4,2,4,2,4,4,1,4,4,1,1,4,4,4,1,1,4,4,4,1,2,4,4,4,1,2,4,4,4,4,1,4,4,3,4,2,4,1,4,4,4,4,4,2.0,3,1,3,1.0,1,1,3.0,3.0,2,5,1,4,2,4.0,5.0,2,4,1
s1033,2/2/22 14:34,304,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,3,1,3,4,1,1,3,4,4,2,1,4,3,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,4,3,1,4,1,4,3,4,4,1,4,3,1,4,2,4,4,1,4,4,2,4,1,4,4,1,1,4,4,3,1,2,4,4,2,1,2,4,4,3,1,1,4,4,3,4,1,4,4,4,4,1,4,1,3,4,4,4,3,1.0,3,1,4,1.0,1,1,4.0,4.0,1,2,1,4,1,5.0,4.0,1,5,1
s1034,2/3/22 12:21,436,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,3,2,3,3,1,1,3,3,3,3,1,3,3,1,2,1,2,1,2,3,1,2,2,1,1,1,1,1,3,3,2,4,2,1,4,1,3,2,3,4,3,3,2,1,4,2,4,3,1,4,2,4,3,1,4,4,1,2,4,4,4,2,2,4,4,2,1,1,4,4,3,1,2,4,4,4,3,2,4,3,3,4,1,4,2,2,4,4,4,4,1.0,4,1,4,1.0,1,1,4.0,4.0,1,4,1,4,1,4.0,4.0,2,4,1
s1035,2/3/22 02:08,569,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,3,2,3,3,3,2,2,1,3,1,2,1,2,2,2,1,3,1,1,1,2,2,3,3,2,3,3,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,4,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,4,2,2,2,2,3,3,2,2,3,3,2,2,2,1,4,2,2,2,3,2.0,2,2,2,2.0,2,1,3.0,3.0,2,3,1,3,2,3.0,3.0,2,2,2
s1036,2/2/22 16:31,424,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,4,1,2,1,1,2,4,3,3,4,1,3,4,1,4,1,1,1,1,3,2,2,1,1,1,2,2,1,4,2,1,3,2,1,2,1,2,1,4,2,1,3,1,1,2,1,2,2,1,2,3,2,2,1,2,2,1,2,2,2,1,1,1,4,2,1,1,1,3,2,2,1,1,3,2,1,4,1,2,3,1,2,2,2,1,1,1,3,2,4,1.0,3,1,2,1.0,1,1,4.0,2.0,2,5,1,4,1,5.0,5.0,1,3,1
s1037,2/2/22 15:35,294,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,3,1,2,2,1,1,3,2,3,3,2,3,2,1,2,3,2,3,4,3,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,2,4,3,2,3,3,2,3,2,2,2,2,2,4,2,2,3,3,2,3,2,2,2,2,4,3,2,2,4,2,2,2,4,3,2,2,3,3,2,1,3,2,3,3,2,4,2,2,2,2,3,3,2,2,3,1.0,2,1,3,1.0,1,1,3.0,3.0,2,2,1,3,1,3.0,2.0,1,2,1
s1038,2/2/22 21:19,817,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,3,1,2,2,2,2,3,3,2,3,2,3,1,2,2,4,2,3,2,3,3,2,2,2,1,2,2,2,1,2,2,3,3,2,4,2,3,2,2,4,4,3,3,2,4,2,3,4,2,4,2,3,3,2,4,3,2,1,4,4,2,2,2,3,4,3,2,2,4,4,4,2,2,4,4,4,3,2,4,3,3,4,2,4,2,2,3,2,4,4,2.0,3,2,3,2.0,3,1,3.0,2.0,3,2,2,3,3,4.0,3.0,2,3,2
s1039,2/2/22 11:29,320,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,3,1,4,3,1,1,3,4,4,3,2,4,4,1,3,1,1,2,2,4,1,2,2,1,1,1,2,2,3,3,2,4,1,1,4,2,4,2,4,4,4,4,2,1,4,1,4,3,2,4,3,4,4,1,4,4,1,1,4,4,4,1,1,4,4,4,1,2,4,4,4,1,2,4,4,4,4,1,4,3,4,4,2,4,2,4,3,3,4,4,1.0,2,1,3,1.0,1,1,3.0,3.0,1,4,1,2,1,4.0,4.0,1,4,1
s1040,2/10/22 05:35,514,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,4,1,3,2,1,1,4,2,1,4,1,3,1,3,4,1,3,3,4,2,4,2,1,4,2,2,3,4,1,3,1,2,2,4,4,2,3,4,3,4,1,3,4,1,3,2,2,4,3,3,4,2,1,2,4,4,2,1,2,4,4,1,1,3,4,4,2,1,3,4,4,1,1,4,2,2,4,2,4,1,4,2,2,4,2,3.0,2,3,2,2.0,1,1,1.0,2.0,2,4,2,2,1,3.0,4.0,1,2,1
s1041,2/2/22 11:54,529,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,4,2,3,4,1,2,4,4,3,4,2,4,4,1,3,1,2,3,2,3,1,3,1,1,1,2,3,2,4,3,2,3,3,1,3,1,4,4,4,3,2,3,4,2,4,2,4,1,2,4,1,3,4,1,4,4,1,1,3,4,4,1,1,2,4,1,1,1,2,4,4,1,1,1,2,4,4,1,4,2,3,3,3,2,2,1,3,2,3,5,1.0,5,2,4,1.0,1,1,5.0,4.0,1,5,1,4,2,5.0,5.0,1,3,1
s1042,2/9/22 12:49,948,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,3,3,1,1,4,3,3,3,1,4,4,1,2,1,1,1,1,4,1,1,1,1,1,1,2,1,2,2,1,4,4,1,4,1,4,4,4,4,1,4,4,1,4,1,4,3,4,4,1,4,4,1,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,1,4,2,4,4,5,1.0,4,1,1,1.0,1,1,3.0,4.0,1,4,1,4,1,4.0,4.0,1,4,1
s1043,2/14/22 13:36,254,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,4,1,2,2,1,4,4,3,4,2,2,4,4,1,4,2,2,1,1,4,2,2,2,2,1,3,1,2,4,4,1,3,4,1,4,1,2,2,4,4,1,4,4,1,4,1,2,2,1,4,1,1,3,1,4,2,1,1,3,4,4,1,1,4,4,4,1,1,3,4,4,1,1,3,4,2,3,1,4,4,4,4,3,4,1,4,4,4,4,2,4.0,1,4,2,2.0,5,5,1.0,1.0,3,3,2,1,5,2.0,3.0,1,3,5
