SubjID,SmlSeq,SmlK,SmlCons,SmlICR,MedSeq,MedK,MedCons,MedICR,LrgSeq,LrgK,LrgCons,LrgICR,GMK
s1018,497,0.003859499,1,0.444444444,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,0.0011551583305507605
s1019,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0015904000276278907
s1020,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1021,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1022,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1023,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1024,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1025,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1026,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1027,497,0.003859499,1,0.444444444,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,0.0011551583305507605
s1028,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1029,512,1.58128e-4,1,0,351,2.51282e-4,0.777777778,0.333333333,251,6.33541e-4,0.777777778,0.333333333,2.930769261621533e-4
s1030,417,0.025139285,0.888888889,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.009845520642562423
s1031,257,0.159084963,1,0.888888889,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.024747741874711973
s1032,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,8.583171571346091e-4
s1033,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,257,0.159109076,1,0.888888889,0.11725521235002224
s1034,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1035,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1036,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1037,497,0.003859499,1,0.444444444,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,0.0011551583305507605
s1038,497,0.003859499,1,0.444444444,509,6.3193e-4,1,0.222222222,505,0.001599001,1,0.333333333,0.0015740416281811657
s1039,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.08698025245762944
s1040,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.03486441659740516
s1041,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,489,0.00395479,0.888888889,0.444444444,0.0039360948550641334
s1042,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,257,0.159109076,1,0.888888889,0.15876862967239438
s1043,401,0.065125822,0.888888889,0.666666667,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1044,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1046,449,0.025565085,1,0.666666667,1,0.25,1,1,257,0.159109076,1,0.888888889,0.10056049468939988
s1047,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1048,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1049,465,0.009933198,0.888888889,0.555555556,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.018627776871361103
s1050,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1051,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,511,2.51015e-4,1,0.111111111,6.309178378349672e-4
s1052,1,0.246753247,1,1,1,0.25,1,1,257,0.159109076,1,0.888888889,0.21410786103777157
s1053,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1054,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1055,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1056,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.005286315321377051
s1057,393,0.065125822,0.888888889,0.666666667,449,0.025225065,1,0.666666667,385,0.064947206,1,0.777777778,0.04742951257604449
s1058,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1059,257,0.159084963,1,0.888888889,1,0.25,1,1,257,0.159109076,1,0.888888889,0.18496435024883578
s1060,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1061,449,0.025565085,1,0.666666667,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.007301037919522959
s1062,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1063,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.08698025245762944
s1064,509,6.32542e-4,1,0.222222222,511,2.51282e-4,1,0.111111111,512,1.58278e-4,1,0,2.9301539165103597e-4
s1065,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1066,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,509,6.32011e-4,1,0.222222222,0.002119952989678214
s1067,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1068,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.0038875784671527835
s1069,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1070,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1071,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,505,0.001599001,1,0.333333333,0.005326725897247817
s1072,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.08698025245762944
s1073,449,0.025565085,1,0.666666667,417,0.024907265,0.888888889,0.666666667,417,0.025204564,0.888888889,0.666666667,0.025224205188568598
s1074,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0015904000276278907
s1075,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1076,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1077,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,385,0.064947206,1,0.777777778,0.11777502436337638
s1078,385,0.065125822,1,0.777777778,497,0.003905918,1,0.444444444,481,0.00978133,1,0.555555556,0.013550586210110868
s1079,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1080,509,6.32542e-4,1,0.222222222,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,6.321609417394587e-4
s1081,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1082,511,2.51196e-4,1,0.111111111,511,2.51282e-4,1,0.111111111,511,2.51015e-4,1,0.111111111,2.5116430867942085e-4
s1083,231,0.001561288,0.666666667,0.444444444,213,0.003963463,0.666666667,0.555555556,21,0.248847926,0.777777778,0.777777778,0.011547747660598743
s1085,257,0.159084963,1,0.888888889,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.046954192214772525
s1086,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,385,0.064947206,1,0.777777778,0.034728018370228174
s1087,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1088,385,0.065125822,1,0.777777778,1,0.25,1,1,257,0.159109076,1,0.888888889,0.13733968914313294
s1089,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,497,0.003897476,1,0.444444444,0.01856904863971438
s1090,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1091,417,0.025139285,0.888888889,0.666666667,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.003997367631237786
s1092,385,0.065125822,1,0.777777778,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.01352193319154529
s1093,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1094,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,511,2.51015e-4,1,0.111111111,6.309178378349672e-4
s1095,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,257,0.159109076,1,0.888888889,0.15876862967239438
s1096,332,0.00863167,0.555555556,0.444444444,436,7.8627e-4,0.666666667,0.333333333,31,0.007903459,0.555555556,0.555555556,0.0037713303794774814
s1097,449,0.025565085,1,0.666666667,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.005425082737736504
s1098,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1099,257,0.159084963,1,0.888888889,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.046954192214772525
s1100,130,0.126767535,0.777777778,0.777777778,393,0.063690167,0.888888889,0.666666667,69,0.248847926,0.777777778,0.777777778,0.12618415377337971
s1101,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1102,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1103,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1104,1,0.246753247,1,1,391,0.063690167,0.777777778,0.555555556,137,0.127129767,0.777777778,0.777777778,0.12594883990278616
s1105,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,497,0.003897476,1,0.444444444,0.013596308021165874
s1106,465,0.009933198,0.888888889,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007224659952586278
s1107,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1108,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1109,257,0.159084963,1,0.888888889,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.046954192214772525
s1110,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1111,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,385,0.064947206,1,0.777777778,0.034728018370228174
s1112,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1113,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1114,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.02552782085037716
s1115,389,0.065125822,0.888888889,0.666666667,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1116,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.0038875784671527835
s1117,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1118,1,0.246753247,1,1,385,0.063690167,1,0.777777778,129,0.127129767,0.888888889,0.888888889,0.12594883990278616
s1119,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1120,465,0.009933198,0.888888889,0.555555556,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.0053276034053729585
s1121,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1122,481,0.009704041,1,0.555555556,483,0.009740465,0.888888889,0.444444444,481,0.00978133,1,0.555555556,0.009741894186056553
s1123,273,0.159084963,0.888888889,0.777777778,205,0.003992552,0.666666667,0.555555556,177,0.003897476,0.777777778,0.666666667,0.013527609374645711
s1124,449,0.025565085,1,0.666666667,385,0.063690167,1,0.777777778,481,0.00978133,1,0.555555556,0.025159722494816444
s1125,449,0.025565085,1,0.666666667,129,0.126184554,0.888888889,0.888888889,193,0.025796554,0.888888889,0.777777778,0.043658791605781865
s1126,493,6.32542e-4,0.888888889,0.333333333,509,6.3193e-4,1,0.222222222,511,2.51015e-4,1,0.111111111,4.6467859952545017e-4
s1127,385,0.065125822,1,0.777777778,417,0.024907265,0.888888889,0.666666667,481,0.00978133,1,0.555555556,0.02512806558223707
s1128,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1129,257,0.159084963,1,0.888888889,201,0.025225065,0.777777778,0.666666667,1,0.248847926,1,1,0.09995360989703111
s1130,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1131,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,505,0.001599001,1,0.333333333,0.007356849790144663
s1132,112,1.58128e-4,0.666666667,0.333333333,167,0.014050394,0.555555556,0.555555556,24,0.248847926,0.555555556,0.555555556,0.008207491383480831
s1133,385,0.065125822,1,0.777777778,451,0.025225065,0.888888889,0.555555556,449,0.025796554,1,0.666666667,0.03486441659740516
s1134,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,481,0.00978133,1,0.555555556,0.03436168922038743
s1135,481,0.009704041,1,0.555555556,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.013378095012105426
s1136,465,0.009933198,0.888888889,0.555555556,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01348258289770911
s1137,321,0.063773197,0.888888889,0.777777778,385,0.063690167,1,0.777777778,449,0.025796554,1,0.666666667,0.04714374626108513
s1138,501,0.001562464,0.888888889,0.333333333,505,0.001588988,1,0.333333333,511,2.51015e-4,1,0.111111111,8.541682753204268e-4
s1139,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1140,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1141,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1142,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1143,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1144,180,7.81213e-4,0.555555556,0.444444444,471,2.51282e-4,0.777777778,0.333333333,147,0.127129767,0.666666667,0.666666667,0.002922308295656104
s1145,257,0.159084963,1,0.888888889,1,0.25,1,1,257,0.159109076,1,0.888888889,0.18496435024883578
s1146,497,0.003859499,1,0.444444444,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.007164229858526266
s1147,222,3.16263e-4,0.666666667,0.333333333,399,0.004000526,0.666666667,0.444444444,10,0.248847926,0.777777778,0.777777778,0.006802990059127444
s1148,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1149,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1150,497,0.003859499,1,0.444444444,507,6.3189e-4,0.888888889,0.222222222,497,0.003897476,1,0.444444444,0.002118289376895204
s1151,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,257,0.159109076,1,0.888888889,0.15876862967239438
s1152,321,0.063773197,0.888888889,0.777777778,449,0.025225065,1,0.666666667,465,0.010027036,0.888888889,0.555555556,0.025266651239754374
s1153,1,0.246753247,1,1,1,0.25,1,1,257,0.159109076,1,0.888888889,0.21410786103777157
s1154,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,497,0.003897476,1,0.444444444,0.002140349091480633
s1155,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,449,0.025796554,1,0.666666667,0.04747472235673704
s1156,509,6.32542e-4,1,0.222222222,511,2.51282e-4,1,0.111111111,511,2.51015e-4,1,0.111111111,3.4170406135018374e-4
s1157,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1158,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,241,0.003897476,0.888888889,0.555555556,0.0039169878996060566
s1159,511,2.51196e-4,1,0.111111111,512,1.58278e-4,1,0,511,2.51015e-4,1,0.111111111,2.1530014186078178e-4
s1160,498,0.003859499,0.888888889,0.333333333,506,0.001588988,0.888888889,0.222222222,509,6.32011e-4,1,0.222222222,0.001570816287617923
s1161,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.03486441659740516
s1162,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,497,0.003897476,1,0.444444444,0.002880569335890433
s1163,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,505,0.001599001,1,0.333333333,0.0011695599640162246
s1164,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1165,186,0.001583251,0.666666667,0.444444444,406,0.063690167,0.666666667,0.444444444,73,0.248847926,0.777777778,0.777777778,0.02927647117365649
s1166,103,0.008441307,0.555555556,0.555555556,193,0.025225065,0.888888889,0.777777778,17,0.248847926,0.888888889,0.888888889,0.03755997878355518
s1167,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,257,0.159109076,1,0.888888889,0.15876862967239438
s1168,509,6.32542e-4,1,0.222222222,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,6.321609417394587e-4
s1169,509,6.32542e-4,1,0.222222222,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,6.321609417394587e-4
s1170,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1171,509,6.32542e-4,1,0.222222222,509,6.3193e-4,1,0.222222222,511,2.51015e-4,1,0.111111111,4.6467859952545017e-4
s1172,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0015904000276278907
s1173,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,497,0.003897476,1,0.444444444,0.002880569335890433
s1174,385,0.065125822,1,0.777777778,257,0.158113883,1,0.888888889,385,0.064947206,1,0.777777778,0.0874502854908541
s1175,385,0.065125822,1,0.777777778,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.018375687917671205
s1176,1,0.246753247,1,1,1,0.25,1,1,33,0.248847926,0.888888889,0.888888889,0.24853008601629187
s1177,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1178,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1179,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.005286315321377051
s1180,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0015904000276278907
s1181,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,449,0.025796554,1,0.666666667,0.08657389231210902
s1182,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1183,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,257,0.159109076,1,0.888888889,0.15876862967239438
s1184,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,449,0.025796554,1,0.666666667,0.0639373165087494
s1185,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,1,0.248847926,1,1,0.1842939395027999
s1186,272,0.005015551,0.555555556,0.444444444,438,7.31034e-4,0.666666667,0.333333333,489,0.00395479,0.888888889,0.444444444,0.002438521289045065
s1187,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,506,0.001599001,0.888888889,0.222222222,0.0021404253958474664
s1188,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1189,506,0.001583251,0.888888889,0.222222222,508,1.58278e-4,0.888888889,0.111111111,511,2.51015e-4,1,0.111111111,3.97700984875058e-4
s1190,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.005286315321377051
s1191,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1192,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.02552782085037716
s1194,481,0.009704041,1,0.555555556,465,0.009926078,0.888888889,0.555555556,497,0.003897476,1,0.444444444,0.007213918839764776
s1195,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,505,0.001599001,1,0.333333333,0.0011695599640162246
s1196,329,0.063773197,0.777777778,0.666666667,361,0.003934143,0.777777778,0.555555556,172,1.58278e-4,0.555555556,0.444444444,0.0034116905162607323
s1197,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1198,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1199,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1200,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1201,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.005286315321377051
s1203,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1204,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1205,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1206,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1207,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1208,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1209,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1210,497,0.003859499,1,0.444444444,489,0.003934143,0.888888889,0.444444444,505,0.001599001,1,0.333333333,0.0028956313501709236
s1211,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1212,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1213,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,511,2.51015e-4,1,0.111111111,6.309178378349672e-4
s1214,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1215,497,0.003859499,1,0.444444444,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,0.0011551583305507605
s1216,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1217,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,509,6.32011e-4,1,0.222222222,0.001570816287617923
s1218,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1219,497,0.003859499,1,0.444444444,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.005271869981134466
s1220,385,0.065125822,1,0.777777778,417,0.024907265,0.888888889,0.666666667,481,0.00978133,1,0.555555556,0.02512806558223707
s1221,511,2.51196e-4,1,0.111111111,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,4.6466016610615096e-4
s1222,385,0.065125822,1,0.777777778,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.018375687917671205
s1223,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1224,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,8.583171571346091e-4
s1225,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.08698025245762944
s1226,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
