id,duration,NU,PU,PM,PS,SS,UPPS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,BIS,PAS,NAS,GMK
s1050,484,38,23.0,26.0,21,31.0,139.0,18.0,26.0,30.0,12,6.0,17.0,9,18.0,12,74.0,28.0,20.0,0.003928030276290973
s1051,502,14,14.0,19.0,13,31.0,91.0,12.0,16.0,23.0,7,5.0,9.0,7,14.0,9,51.0,37.0,10.0,0.00029301539165103597
s1053,374,12,14.0,15.0,11,23.0,75.0,11.0,17.0,23.0,7,4.0,9.0,8,12.0,11,51.0,29.0,12.0,0.018375687917671205
s1054,646,44,45.0,23.0,22,45.0,179.0,23.0,32.0,17.0,14,9.0,25.0,7,6.0,11,72.0,26.0,42.0,0.2485300860162919
s1055,426,23,17.0,16.0,22,15.0,93.0,20.0,20.0,25.0,12,8.0,9.0,11,14.0,11,65.0,31.0,27.0,0.01847675990484034
s1056,682,18,14.0,12.0,19,24.0,87.0,19.0,17.0,18.0,12,7.0,10.0,7,10.0,8,54.0,19.0,22.0,
s1057,455,42,45.0,30.0,31,24.0,172.0,22.0,23.0,29.0,12,10.0,16.0,7,18.0,11,74.0,18.0,36.0,0.03486441659740516
s1058,390,21,16.0,12.0,14,18.0,81.0,15.0,13.0,19.0,9,6.0,7.0,6,11.0,8,47.0,15.0,23.0,0.01847675990484034
s1059,505,24,28.0,22.0,20,34.0,128.0,16.0,22.0,25.0,10,6.0,15.0,7,13.0,12,63.0,39.0,15.0,0.100685109217935
s1060,453,33,19.0,19.0,25,28.0,124.0,19.0,23.0,21.0,11,8.0,14.0,9,13.0,8,63.0,23.0,23.0,0.009741894186056551
s1061,694,35,40.0,14.0,30,13.0,132.0,21.0,25.0,29.0,10,11.0,12.0,13,14.0,15,75.0,25.0,32.0,0.009845520642562423
s1062,635,24,19.0,19.0,11,36.0,109.0,12.0,19.0,18.0,6,6.0,12.0,7,12.0,6,49.0,37.0,13.0,0.009741894186056551
s1063,390,14,14.0,15.0,11,24.0,78.0,10.0,16.0,24.0,6,4.0,9.0,7,13.0,11,50.0,35.0,13.0,0.02523448665940745
s1064,487,24,28.0,23.0,20,24.0,119.0,16.0,21.0,23.0,10,6.0,13.0,8,13.0,10,60.0,24.0,12.0,0.00021537645173330515
s1065,496,17,15.0,14.0,14,22.0,82.0,13.0,17.0,21.0,9,4.0,10.0,7,10.0,11,51.0,36.0,10.0,0.0021404253958474664
s1066,532,16,14.0,16.0,11,30.0,87.0,11.0,18.0,21.0,7,4.0,12.0,6,10.0,11,50.0,36.0,10.0,0.001570816287617923
s1067,294,29,16.0,23.0,16,41.0,125.0,11.0,18.0,29.0,7,4.0,13.0,5,19.0,10,58.0,29.0,12.0,0.02552782085037716
s1068,285,13,14.0,11.0,13,12.0,63.0,8.0,15.0,21.0,5,3.0,9.0,6,9.0,12,44.0,32.0,15.0,0.003928030276290973
s1069,818,17,14.0,16.0,16,21.0,84.0,10.0,15.0,25.0,7,3.0,8.0,7,13.0,12,50.0,35.0,10.0,0.007168669980310297
s1072,606,14,14.0,12.0,11,13.0,64.0,10.0,15.0,17.0,5,5.0,11.0,4,9.0,8,42.0,33.0,10.0,0.06458455814891413
s1073,594,16,16.0,12.0,10,35.0,89.0,12.0,15.0,16.0,7,5.0,10.0,5,11.0,5,43.0,36.0,17.0,0.01345472877351011
s1074,819,21,23.0,15.0,17,27.0,103.0,15.0,19.0,27.0,9,6.0,13.0,6,15.0,12,61.0,40.0,13.0,0.0011695599640162244
s1075,442,18,15.0,21.0,16,15.0,85.0,13.0,19.0,27.0,9,4.0,13.0,6,14.0,13,59.0,38.0,12.0,0.0008583171571346091
s1076,763,23,17.0,20.0,20,34.0,114.0,14.0,23.0,30.0,9,5.0,11.0,12,18.0,12,67.0,28.0,16.0,0.01352193319154529
s1077,521,24,28.0,22.0,20,31.0,125.0,11.0,20.0,28.0,7,4.0,13.0,7,15.0,13,59.0,32.0,15.0,0.04747472235673704
s1078,508,36,35.0,32.0,21,20.0,144.0,19.0,26.0,29.0,11,8.0,20.0,6,14.0,15,74.0,20.0,16.0,0.003928030276290973
s1079,1069,18,19.0,21.0,15,23.0,96.0,15.0,17.0,25.0,9,6.0,11.0,6,12.0,13,57.0,34.0,10.0,0.009741894186056551
s1080,725,12,14.0,13.0,10,15.0,64.0,8.0,14.0,20.0,5,3.0,10.0,4,13.0,7,42.0,30.0,12.0,0.003937469172854818
s1081,1370,25,29.0,24.0,17,41.0,136.0,19.0,18.0,22.0,12,7.0,12.0,6,12.0,10,59.0,33.0,11.0,0.005286315321377051
s1082,435,15,14.0,14.0,20,24.0,87.0,13.0,19.0,20.0,8,5.0,10.0,9,13.0,7,52.0,31.0,14.0,0.0003415548493827359
s1087,287,30,40.0,29.0,25,33.0,157.0,18.0,33.0,17.0,9,9.0,20.0,13,7.0,10,68.0,40.0,12.0,
s1088,593,16,15.0,14.0,13,13.0,71.0,14.0,18.0,25.0,8,6.0,12.0,6,13.0,12,57.0,21.0,24.0,0.2141078610377716
s1089,325,27,29.0,19.0,23,21.0,119.0,15.0,15.0,22.0,7,8.0,8.0,7,11.0,11,52.0,30.0,22.0,0.013596308021165874
s1090,366,20,15.0,20.0,16,16.0,87.0,13.0,23.0,21.0,10,3.0,16.0,7,11.0,10,57.0,29.0,14.0,0.003928030276290973
s1091,634,24,29.0,23.0,27,26.0,129.0,11.0,18.0,32.0,7,4.0,10.0,8,18.0,14,61.0,23.0,10.0,0.0029105428121737557
s1092,1094,25,17.0,11.0,10,17.0,80.0,11.0,16.0,25.0,6,5.0,10.0,6,12.0,13,52.0,31.0,19.0,0.01345472877351011
s1094,692,16,20.0,16.0,23,26.0,101.0,14.0,16.0,23.0,9,5.0,10.0,6,14.0,9,53.0,25.0,15.0,0.0006309178378349672
s1095,1154,18,17.0,12.0,10,32.0,89.0,8.0,11.0,18.0,5,3.0,7.0,4,10.0,8,37.0,45.0,14.0,0.15876862967239438
s1097,427,24,28.0,22.0,15,23.0,112.0,17.0,21.0,22.0,10,7.0,15.0,6,12.0,10,60.0,36.0,12.0,0.003937469172854818
s1099,1669,13,15.0,11.0,11,17.0,67.0,8.0,17.0,23.0,5,3.0,12.0,5,9.0,14,48.0,49.0,10.0,0.04747472235673704
s1101,800,24,28.0,25.0,21,42.0,140.0,14.0,24.0,29.0,8,6.0,15.0,9,17.0,12,67.0,33.0,11.0,0.01847675990484034
s1102,1055,37,44.0,26.0,25,36.0,168.0,20.0,27.0,29.0,14,6.0,17.0,10,18.0,11,76.0,31.0,25.0,0.2485300860162919
s1103,821,19,17.0,12.0,13,31.0,92.0,15.0,17.0,25.0,9,6.0,9.0,8,14.0,11,57.0,26.0,19.0,0.00015822798419668516
s1105,552,13,14.0,12.0,12,20.0,71.0,10.0,15.0,21.0,6,4.0,10.0,5,11.0,10,46.0,33.0,11.0,0.007168669980310297
s1106,544,29,27.0,21.0,17,17.0,111.0,16.0,19.0,24.0,9,7.0,14.0,5,14.0,10,59.0,39.0,18.0,0.007356849790144663
s1107,653,23,26.0,21.0,26,26.0,122.0,15.0,20.0,25.0,10,5.0,13.0,7,15.0,10,60.0,20.0,13.0,0.009741894186056551
s1108,756,41,33.0,18.0,13,19.0,124.0,15.0,27.0,22.0,6,9.0,15.0,12,11.0,11,64.0,34.0,40.0,0.03486441659740516
s1109,589,32,17.0,20.0,21,32.0,122.0,19.0,21.0,23.0,12,7.0,15.0,6,13.0,10,63.0,27.0,17.0,0.02523448665940745
s1110,1151,24,29.0,23.0,24,23.0,123.0,12.0,17.0,26.0,7,5.0,8.0,9,12.0,14,55.0,26.0,10.0,0.009741894186056551
s1111,415,22,14.0,14.0,17,12.0,79.0,12.0,21.0,22.0,9,3.0,15.0,6,13.0,9,55.0,22.0,15.0,0.11777502436337638
s1112,698,21,19.0,15.0,13,36.0,104.0,19.0,24.0,28.0,13,6.0,15.0,9,13.0,15,71.0,26.0,10.0,0.2485300860162919
s1114,481,19,24.0,15.0,14,34.0,106.0,13.0,20.0,19.0,8,5.0,15.0,5,11.0,8,52.0,42.0,10.0,0.04747472235673704
s1115,326,17,16.0,25.0,11,40.0,109.0,15.0,18.0,17.0,9,6.0,14.0,4,11.0,6,50.0,43.0,10.0,0.04747472235673704
s1116,543,25,17.0,23.0,14,38.0,117.0,10.0,19.0,26.0,7,3.0,14.0,5,15.0,11,55.0,35.0,10.0,0.007168669980310297
s1117,420,13,14.0,14.0,10,16.0,67.0,9.0,16.0,15.0,5,4.0,12.0,4,9.0,6,40.0,42.0,10.0,0.00015822798419668516
s1118,349,14,14.0,21.0,12,22.0,83.0,16.0,21.0,20.0,12,4.0,10.0,11,13.0,7,57.0,28.0,10.0,0.009893546811955988
s1119,309,21,18.0,15.0,15,15.0,84.0,17.0,18.0,24.0,9,8.0,11.0,7,12.0,12,59.0,29.0,19.0,0.04734113743314574
s1120,367,26,30.0,20.0,15,29.0,120.0,13.0,16.0,21.0,9,4.0,11.0,5,15.0,6,50.0,31.0,34.0,0.047288989492196266
s1121,515,18,23.0,11.0,14,23.0,89.0,10.0,18.0,18.0,6,4.0,12.0,6,9.0,9,46.0,48.0,10.0,0.2485300860162919
s1122,541,15,20.0,12.0,11,39.0,97.0,12.0,23.0,17.0,8,4.0,15.0,8,10.0,7,52.0,50.0,15.0,0.01345472877351011
s1123,440,36,43.0,20.0,24,34.0,157.0,20.0,34.0,18.0,12,8.0,21.0,13,9.0,9,72.0,27.0,31.0,
s1124,580,22,17.0,20.0,11,37.0,107.0,13.0,20.0,28.0,9,4.0,14.0,6,12.0,16,61.0,43.0,10.0,0.01847675990484034
s1125,342,27,18.0,16.0,18,16.0,95.0,14.0,21.0,24.0,10,4.0,14.0,7,10.0,14,59.0,33.0,10.0,0.03436168922038743
s1127,467,24,28.0,22.0,20,31.0,125.0,16.0,18.0,25.0,10,6.0,11.0,7,14.0,11,59.0,25.0,10.0,0.03457025802174228
s1128,847,23,18.0,20.0,19,23.0,103.0,11.0,20.0,21.0,6,5.0,12.0,8,12.0,9,52.0,31.0,15.0,0.009741894186056551
s1129,345,26,22.0,14.0,22,15.0,99.0,21.0,14.0,18.0,10,11.0,9.0,5,10.0,8,53.0,26.0,14.0,0.04747472235673704
s1130,422,32,17.0,19.0,13,30.0,111.0,12.0,22.0,26.0,7,5.0,14.0,8,14.0,12,60.0,27.0,10.0,0.04747472235673704
s1131,499,19,16.0,12.0,22,21.0,90.0,14.0,22.0,26.0,8,6.0,12.0,10,13.0,13,62.0,28.0,11.0,0.005286315321377051
s1132,345,39,42.0,19.0,18,41.0,159.0,22.0,29.0,25.0,11,11.0,18.0,11,10.0,15,76.0,33.0,34.0,0.005394794749382361
s1133,381,12,18.0,19.0,10,37.0,96.0,9.0,18.0,17.0,6,3.0,9.0,9,9.0,8,44.0,46.0,10.0,0.04734113743314574
s1134,564,27,29.0,22.0,20,17.0,115.0,15.0,21.0,25.0,9,6.0,14.0,7,13.0,12,61.0,40.0,10.0,0.04627713634532552
s1135,300,24,27.0,18.0,12,19.0,100.0,15.0,15.0,22.0,9,6.0,8.0,7,13.0,9,52.0,34.0,30.0,0.001590400027627891
s1136,852,31,21.0,27.0,14,31.0,124.0,14.0,26.0,25.0,8,6.0,20.0,6,15.0,10,65.0,37.0,18.0,0.009900796334857579
s1137,411,12,14.0,12.0,21,23.0,82.0,12.0,16.0,23.0,6,6.0,10.0,6,11.0,12,51.0,25.0,10.0,0.047108751906560976
s1138,642,24,15.0,19.0,12,27.0,97.0,13.0,18.0,21.0,7,6.0,11.0,7,13.0,8,52.0,29.0,10.0,0.00046467859952545017
s1139,801,32,16.0,20.0,26,20.0,114.0,14.0,20.0,34.0,8,6.0,12.0,8,17.0,17,68.0,25.0,17.0,0.007168669980310297
s1140,657,15,15.0,12.0,12,31.0,85.0,8.0,21.0,23.0,5,3.0,12.0,9,13.0,10,52.0,29.0,10.0,0.001570816287617923
s1141,713,27,16.0,28.0,17,20.0,108.0,15.0,21.0,23.0,10,5.0,13.0,8,12.0,11,59.0,40.0,11.0,0.03436168922038743
s1142,968,25,15.0,18.0,31,15.0,104.0,14.0,20.0,27.0,9,5.0,13.0,7,18.0,9,61.0,28.0,20.0,0.009741894186056551
s1143,678,32,29.0,22.0,25,24.0,132.0,15.0,21.0,23.0,9,6.0,13.0,8,13.0,10,59.0,27.0,10.0,0.003928030276290973
s1146,433,14,16.0,14.0,12,32.0,88.0,10.0,20.0,21.0,5,5.0,13.0,7,11.0,10,51.0,32.0,10.0,0.009741894186056551
s1147,77,32,32.0,28.0,27,33.0,152.0,19.0,28.0,30.0,12,7.0,15.0,13,13.0,17,77.0,22.0,33.0,
s1148,319,21,14.0,11.0,20,17.0,83.0,25.0,14.0,17.0,16,9.0,8.0,6,9.0,8,56.0,15.0,47.0,0.00015822798419668516
s1149,577,13,16.0,14.0,15,41.0,99.0,12.0,21.0,20.0,5,7.0,13.0,8,12.0,8,53.0,29.0,13.0,0.01345472877351011
s1150,302,33,32.0,25.0,17,30.0,137.0,13.0,31.0,27.0,7,6.0,23.0,8,15.0,12,71.0,38.0,14.0,0.005312101817013931
s1151,510,12,17.0,15.0,10,43.0,97.0,9.0,17.0,17.0,5,4.0,13.0,4,9.0,8,43.0,44.0,10.0,0.02523448665940745
s1152,699,21,22.0,19.0,18,30.0,110.0,14.0,14.0,19.0,8,6.0,10.0,4,10.0,9,47.0,41.0,19.0,0.01847675990484034
s1153,420,37,41.0,25.0,26,37.0,166.0,20.0,31.0,27.0,12,8.0,21.0,10,14.0,13,78.0,34.0,30.0,0.2485300860162919
s1154,510,23,14.0,17.0,19,17.0,90.0,14.0,16.0,27.0,9,5.0,8.0,8,13.0,14,57.0,14.0,29.0,0.007164229858526266
s1155,410,22,17.0,11.0,20,15.0,85.0,19.0,17.0,27.0,13,6.0,8.0,9,14.0,13,63.0,27.0,11.0,0.04747472235673704
s1156,371,21,26.0,11.0,12,23.0,93.0,16.0,14.0,19.0,9,7.0,9.0,5,10.0,9,49.0,27.0,19.0,0.00034170406135018374
s1157,583,14,14.0,12.0,11,12.0,63.0,11.0,17.0,25.0,5,6.0,9.0,8,12.0,13,53.0,30.0,15.0,0.009741894186056551
s1159,757,23,18.0,21.0,24,24.0,110.0,16.0,20.0,28.0,11,5.0,13.0,7,15.0,13,64.0,23.0,12.0,0.00034170406135018374
s1160,364,20,19.0,11.0,12,35.0,97.0,10.0,19.0,23.0,5,5.0,13.0,6,11.0,12,52.0,26.0,21.0,0.007356849790144663
s1161,428,36,29.0,16.0,23,26.0,130.0,21.0,24.0,32.0,13,8.0,14.0,10,15.0,17,77.0,35.0,19.0,0.02538817799119981
s1162,911,47,14.0,22.0,34,17.0,134.0,17.0,22.0,31.0,12,5.0,13.0,9,17.0,14,70.0,24.0,26.0,0.0038875784671527844
s1163,734,21,16.0,14.0,10,27.0,88.0,13.0,17.0,22.0,8,5.0,10.0,7,10.0,12,52.0,19.0,16.0,0.0008583171571346091
s1164,1174,41,33.0,24.0,12,19.0,129.0,15.0,22.0,28.0,7,8.0,15.0,7,11.0,17,65.0,41.0,25.0,0.00288868994603506
s1167,363,39,52.0,17.0,24,16.0,148.0,21.0,24.0,33.0,13,8.0,13.0,11,13.0,20,78.0,23.0,28.0,0.06458455814891413
s1168,576,19,17.0,16.0,25,27.0,104.0,14.0,20.0,24.0,8,6.0,12.0,8,15.0,9,58.0,22.0,14.0,0.000464863157976138
s1169,1543,12,14.0,13.0,16,17.0,72.0,8.0,20.0,22.0,5,3.0,11.0,9,9.0,13,50.0,41.0,11.0,0.0011695599640162244
s1170,488,22,15.0,19.0,13,30.0,99.0,10.0,18.0,21.0,6,4.0,12.0,6,11.0,10,49.0,37.0,11.0,0.018398838102101446
s1171,413,20,16.0,22.0,14,26.0,98.0,12.0,20.0,22.0,8,4.0,13.0,7,13.0,9,54.0,28.0,17.0,0.0006309178378349672
s1172,561,20,14.0,17.0,31,12.0,94.0,15.0,17.0,30.0,10,5.0,7.0,10,16.0,14,62.0,16.0,31.0,0.0021404253958474664
s1173,392,14,14.0,20.0,10,30.0,88.0,11.0,22.0,26.0,7,4.0,14.0,8,15.0,11,59.0,35.0,10.0,0.0021404253958474664
s1175,413,45,43.0,28.0,20,41.0,177.0,18.0,27.0,25.0,8,10.0,15.0,12,15.0,10,70.0,26.0,41.0,0.03486441659740516
s1176,974,15,14.0,14.0,17,20.0,80.0,8.0,20.0,22.0,5,3.0,13.0,7,8.0,14,50.0,50.0,10.0,0.2485300860162919
s1178,1499,13,15.0,13.0,19,31.0,91.0,9.0,22.0,27.0,5,4.0,16.0,6,13.0,14,58.0,28.0,10.0,0.003928030276290973
s1179,489,17,14.0,11.0,18,26.0,86.0,13.0,22.0,22.0,8,5.0,12.0,10,11.0,11,57.0,37.0,16.0,0.007168669980310297
s1180,1125,19,15.0,19.0,13,32.0,98.0,20.0,20.0,22.0,12,8.0,14.0,6,13.0,9,62.0,39.0,11.0,0.001590400027627891
s1181,626,24,17.0,20.0,23,32.0,116.0,16.0,17.0,27.0,10,6.0,10.0,7,18.0,9,60.0,17.0,16.0,0.03486441659740516
s1182,634,36,32.0,25.0,24,32.0,149.0,16.0,22.0,22.0,9,7.0,14.0,8,14.0,8,60.0,23.0,29.0,0.005286315321377051
s1183,1991,18,14.0,19.0,12,14.0,77.0,10.0,22.0,26.0,6,4.0,15.0,7,10.0,16,58.0,33.0,10.0,0.08698025245762944
s1184,401,15,15.0,13.0,10,29.0,82.0,10.0,18.0,18.0,5,5.0,10.0,8,11.0,7,46.0,48.0,13.0,0.0639373165087494
s1185,614,21,14.0,11.0,11,28.0,85.0,16.0,18.0,26.0,7,9.0,9.0,9,11.0,15,60.0,18.0,47.0,0.1837846679823557
s1187,720,14,14.0,14.0,11,23.0,76.0,12.0,16.0,20.0,7,5.0,11.0,5,12.0,8,48.0,32.0,10.0,0.0021404253958474664
s1188,310,18,16.0,11.0,22,18.0,85.0,16.0,15.0,23.0,9,7.0,8.0,7,10.0,13,54.0,20.0,24.0,0.0021404253958474664
s1189,463,27,21.0,19.0,21,29.0,117.0,11.0,16.0,21.0,5,6.0,10.0,6,13.0,8,48.0,29.0,18.0,0.0016958274342290939
s1191,377,18,14.0,13.0,11,20.0,76.0,13.0,16.0,22.0,9,4.0,11.0,5,12.0,10,51.0,34.0,13.0,0.08698025245762944
s1192,1228,27,26.0,12.0,18,27.0,110.0,12.0,21.0,27.0,7,5.0,13.0,8,13.0,14,60.0,41.0,14.0,0.009900796334857579
s1194,365,15,17.0,28.0,24,28.0,112.0,16.0,23.0,26.0,12,4.0,13.0,10,16.0,10,65.0,24.0,10.0,0.02552782085037716
s1195,631,16,15.0,15.0,11,20.0,77.0,13.0,14.0,19.0,9,4.0,9.0,5,11.0,8,46.0,39.0,10.0,0.0011671634396006375
s1196,97,28,38.0,27.0,24,27.0,144.0,16.0,25.0,32.0,5,11.0,18.0,7,17.0,15,73.0,27.0,24.0,
s1197,599,14,15.0,21.0,19,22.0,91.0,12.0,17.0,26.0,9,3.0,10.0,7,13.0,13,55.0,35.0,10.0,0.007356849790144663
s1198,563,21,16.0,19.0,25,23.0,104.0,16.0,28.0,33.0,12,4.0,17.0,11,16.0,17,77.0,50.0,10.0,0.009741894186056551
s1199,547,25,26.0,17.0,17,33.0,118.0,15.0,19.0,26.0,10,5.0,13.0,6,13.0,13,60.0,23.0,27.0,0.01345472877351011
s1201,424,17,15.0,13.0,13,17.0,75.0,10.0,18.0,21.0,6,4.0,12.0,6,12.0,9,49.0,19.0,11.0,0.009844404617357066
s1203,609,19,28.0,14.0,26,20.0,107.0,15.0,17.0,19.0,9,6.0,9.0,8,13.0,6,51.0,34.0,16.0,0.007168669980310297
s1204,313,24,25.0,13.0,24,18.0,104.0,24.0,18.0,27.0,12,12.0,11.0,7,13.0,14,69.0,24.0,19.0,0.06458455814891413
s1205,862,19,16.0,12.0,24,16.0,87.0,16.0,18.0,29.0,11,5.0,10.0,8,14.0,15,63.0,17.0,20.0,0.03486441659740516
s1206,719,16,16.0,18.0,11,29.0,90.0,13.0,22.0,21.0,8,5.0,13.0,9,11.0,10,56.0,26.0,10.0,0.0021404253958474664
s1207,526,15,14.0,15.0,12,16.0,72.0,11.0,14.0,22.0,7,4.0,9.0,5,14.0,8,47.0,38.0,10.0,0.005286315321377051
s1208,441,27,18.0,21.0,19,28.0,113.0,13.0,18.0,34.0,9,4.0,10.0,8,19.0,15,65.0,19.0,10.0,0.034761121094863755
s1209,587,17,15.0,15.0,13,20.0,80.0,8.0,18.0,19.0,5,3.0,11.0,7,12.0,7,45.0,35.0,13.0,0.0008600425974104506
