id,sess,key,block,auc,std_wtw,init_wtw,auc1,auc2,auc3,auc4,std_wtw1,std_wtw2,std_wtw3,std_wtw4,sell_RT_median,sell_RT_mean,sell_RT_se,condition
s0117,2,"('s0117', 2)",1,7.623474734042555,1.8985850622827871,11.22,6.952583333333335,7.402833333333332,9.059921428571426,7.317111111111112,2.057915509212066,7.402833333333332,1.967629988691461,1.2098727001702634,0.712,0.7738245614035089,0.012752639249273456,LP
s0117,2,"('s0117', 2)",2,11.640278388278388,1.0631416896022359,,11.442181818181819,12.0,11.6365,12.0,1.76397597479938,12.0,0.6296004685512872,0.0,0.705,0.7661833333333333,0.01781835027384638,HP
s0119,2,"('s0119', 2)",1,3.308529411764706,0.4020433643054029,3.835,3.5011578947368425,3.1827499999999995,3.2077647058823535,3.312625,0.4847162233456967,3.1827499999999995,0.24886200509088297,0.3830549691297583,0.772,0.7408095238095236,0.01438970715579919,LP
s0119,2,"('s0119', 2)",2,3.9110693436454844,0.9191124742426875,,3.8870057142857135,3.9420909090909086,3.5443507142857147,4.383870098039217,0.5798940149189121,3.9420909090909086,1.0239898649049517,1.1813436448151269,0.7665,0.7511818181818183,0.020958305358165306,HP
s0120,2,"('s0120', 2)",1,6.466302469135804,1.608218340360438,5.817,5.44720979020979,5.932410714285714,6.85,8.579888888888888,0.9484184911260144,5.932410714285714,1.3183767567456857,1.3264425643589735,0.6815,0.7474999999999999,0.018021662158965914,LP
s0120,2,"('s0120', 2)",2,7.6053591404958665,1.5975633199551242,,7.127432539682539,8.686000000000002,7.027614285714285,7.49736507936508,1.154914447207991,8.686000000000002,1.2238600794541967,1.9546334110208397,0.791,0.772921052631579,0.018315123308323532,HP
s0121,2,"('s0121', 2)",1,11.66674,0.9971806418096978,12.0,12.0,11.067785714285716,12.0,11.598666666666666,0.0,11.067785714285716,0.0,0.5675710430324025,0.8135,0.7972241379310345,0.014346299723521166,LP
s0121,2,"('s0121', 2)",2,11.65691304347826,0.905165270186393,,12.0,11.601,12.0,10.96775,0.0,11.601,0.0,1.7879094461129734,0.8245,0.802,0.020398039121444982,HP
s0122,2,"('s0122', 2)",1,4.938628571428571,1.757155222974121,9.728,5.789215384615384,4.793466666666668,5.039846153846154,4.097090909090909,3.3005942891094286,4.793466666666668,0.27579531042865446,0.8458633517994236,0.685,0.7256153846153847,0.011677494509331855,LP
s0122,2,"('s0122', 2)",2,5.8674270078180495,3.1303112341725474,,4.421684210526315,4.000995789473684,6.5487222222222226,12.0,0.7373304659828468,4.000995789473684,3.107096012793304,0.0,0.6884999999999999,0.7307222222222225,0.012801524498764018,HP
s0124,2,"('s0124', 2)",1,10.580921161937642,3.2894687047034084,7.528,9.391269841269843,11.276266666666668,10.012027777777776,12.0,4.107037849282578,11.276266666666668,3.3321000217256316,0.0,0.73,0.7693278688524591,0.02726454473838087,LP
s0124,2,"('s0124', 2)",2,11.325665573508235,2.0085715741337378,,10.770291666666669,12.0,11.460857142857144,11.1463,2.691941763225427,12.0,1.3206248984662443,2.5610999999999997,0.6915,0.7376833333333332,0.016270516820082657,HP
s0126,2,"('s0126', 2)",1,5.726300291545188,1.4767108184447855,4.372,4.364156862745099,6.4302,7.283857142857142,5.595,0.7743596816535258,6.4302,1.4430578078284646,0.8521089132264724,0.844,0.8899180327868854,0.04816905805354901,LP
s0126,2,"('s0126', 2)",2,7.265880496259808,1.2978478594582101,,6.922868131868133,7.2482000000000015,7.651111111111112,7.637666666666666,1.4440945237759917,7.2482000000000015,0.9088061086996924,2.062934088999344,0.7184999999999999,0.8958157894736839,0.07729104486748756,HP
s0128,2,"('s0128', 2)",1,3.272972601217906,1.3180074361406888,12.0,3.506888888888889,3.1057125000000005,2.926292642140468,3.6812857142857145,2.2619333569899545,3.1057125000000005,0.7576399097030856,0.9198706763586333,0.732,0.7834999999999999,0.022548681902842024,LP
s0128,2,"('s0128', 2)",2,9.879993715013336,3.0289584062373835,,7.988948717948717,8.642869078947369,12.0,11.188583333333334,1.9537627988814887,8.642869078947369,0.0,2.6911646319742113,0.7024999999999999,0.7807407407407408,0.026477676302437688,HP
s0129,2,"('s0129', 2)",1,3.982314719726144,2.656430790662795,5.848,5.451152777777778,4.202097619047619,3.4763344827586207,2.867758064516129,1.817857886663145,4.202097619047619,2.4237455917017567,1.8170292103168406,1.054,1.0651636363636363,0.02029388644881989,LP
s0129,2,"('s0129', 2)",2,6.470000127803923,2.504271353007573,,5.202717391304347,7.202185000000001,7.2808,7.000398437500002,2.39161467798607,7.202185000000001,0.7710265624477539,2.1220808565085494,1.057,1.1104878048780487,0.02070604213235108,HP
s0130,2,"('s0130', 2)",1,6.712774774774775,1.4511735038366582,12.0,7.2274,6.592111111111111,6.569392857142857,6.405250000000001,2.1073499566991716,6.592111111111111,1.287123735290815,0.6317538583182537,0.711,0.7304000000000002,0.013940532430450583,LP
s0130,2,"('s0130', 2)",2,10.772162957673906,2.776388337471826,,8.446006172839505,12.0,11.369799999999998,12.0,3.663373613297124,12.0,2.3579924851449374,0.0,0.717,0.7087758620689653,0.007322535504921588,HP
s0131,2,"('s0131', 2)",1,5.809717948717948,1.9107103356816393,5.319,6.397398601398602,5.699946428571429,6.085571428571429,5.529163636363636,1.915681602447569,5.699946428571429,1.4055634718750298,1.9501995959727387,0.802,0.811769230769231,0.013069169995435628,LP
s0131,2,"('s0131', 2)",2,9.795865617433416,2.9192476000140175,,7.035419642857144,12.0,11.34857142857143,9.479,1.8110892225713673,12.0,1.5956676038701842,3.2917274087222554,0.826,0.8520576923076925,0.031403668489081715,HP
s0133,2,"('s0133', 2)",1,3.1922590608465606,1.0509831803542233,2.773,3.83745,3.1539269230769236,2.7120171428571433,3.1285696594427246,1.4048481092274712,3.1539269230769236,0.546404941143583,0.6887269567825518,0.7815000000000001,0.7978571428571427,0.047809374004596325,LP
