id,sess,key,block,auc,std_wtw,init_wtw,sell_RT_median,sell_RT_mean,sell_RT_se,condition,auc1,auc2,std_wtw1,std_wtw2
s0075,1,"('s0075', 1)",1,9.395808865787695,2.563805403116928,12.0,0.807,0.8103728813559323,0.021012723718284377,LP,10.711696296296298,8.090790550595239,1.8736075057337482,2.5009987657523216
s0075,1,"('s0075', 1)",2,9.510475328762505,2.128820540173314,,0.7865,0.8233799999999999,0.030032660754585164,HP,10.20858715728716,8.789909401709401,1.9043233864426825,2.171447570347097
s0076,1,"('s0076', 1)",1,10.54556564437741,2.0659313244908444,12.0,0.958,0.981694915254237,0.02301113546104832,LP,11.441125000000001,9.7896237006237,1.1759735793694515,2.351671512804631
s0076,1,"('s0076', 1)",2,8.620881559467222,1.8516936220696665,,0.9055,0.922840909090909,0.023710045626644853,HP,9.608738383838384,7.7489799915789455,1.5220396579740862,1.7684136891750242
s0077,1,"('s0077', 1)",1,7.762271739130435,2.7905979018102545,12.0,0.8714999999999999,0.9179999999999998,0.06358932605014365,LP,9.661147058823529,5.648165217391305,1.9627566768428915,1.8528627999158245
s0077,1,"('s0077', 1)",2,5.664048845421426,1.405691492145366,,0.83,0.8429999999999997,0.02067348197916493,HP,5.7316111201298705,5.581447866419295,1.4230654823997986,1.3745739667763366
s0079,1,"('s0079', 1)",1,5.209422543273817,1.9865971406276999,7.554,0.817,0.8025468749999999,0.015372728009334405,LP,6.115757236227826,4.247754208754208,2.364248618927833,0.7043076956551404
s0079,1,"('s0079', 1)",2,5.588447821017168,1.6187779448855273,,0.819,0.9343428571428571,0.11527593120365069,HP,5.926726231060606,5.031204868154158,1.7745185457144876,0.9280617004785645
s0081,1,"('s0081', 1)",1,7.892104047842423,2.4938714189270192,10.418,1.009,1.122964912280702,0.06443469624333327,LP,7.634808401475069,8.380315649867374,2.199376194448633,2.8511834796418607
s0081,1,"('s0081', 1)",2,10.500644865152442,2.821415348056469,,1.077,1.1669607843137253,0.04735801102064016,HP,9.630079442195234,11.5404,3.3036080972303137,1.7196657349613034
s0082,1,"('s0082', 1)",1,4.762926944116252,2.6741600977510425,9.896,0.748,0.9775245901639341,0.1920581445352437,LP,6.81690888030888,3.0395322273073995,2.5842664387493475,0.8818528081266807
s0082,1,"('s0082', 1)",2,3.521905297532656,1.124495277915369,,0.673,0.8103333333333333,0.15863324025271733,HP,3.8444895646988666,3.3562635051621355,1.132317856226663,1.6336949874884654
s0083,1,"('s0083', 1)",1,4.027107985480944,1.3052497929187559,9.389,0.685,0.795966101694915,0.023843126178398497,LP,4.350722039473685,3.713894152046784,1.5716306567044336,0.8809118241984184
s0083,1,"('s0083', 1)",2,4.422212981603612,1.5575282396446923,,0.839,0.793217391304348,0.02305643249675184,HP,4.933800770308124,3.9254254820936643,1.8823803600498406,0.9113859789210079
s0084,1,"('s0084', 1)",1,4.216631578947368,0.824338912408933,3.132,0.685,0.7190517241379308,0.01635641634879549,LP,4.175310344827587,4.258521978021978,0.8862469922500693,0.74618506827085
s0084,1,"('s0084', 1)",2,5.28098922378869,1.606958712236613,,0.685,0.7507741935483871,0.02483325074815933,HP,4.397631578947369,6.6698846548188655,0.6291738702479387,1.7449376368955072
s0085,1,"('s0085', 1)",1,4.862360251590514,1.548166506073626,7.382,0.725,0.7573220338983051,0.016781431864747967,LP,5.185530864197531,4.536432179487179,1.290154370000008,1.6965656576699275
s0085,1,"('s0085', 1)",2,4.971536555704494,1.5934864710238785,,0.756,0.769483870967742,0.03412628414351307,HP,4.916407773386034,5.071496981660678,1.295707087060959,1.9030174502008985
